id,test_prefix,test_name,mut_class,method_under_test,mut_docstring,mut_method_definition
rng_67_1,"    @Test
    void testStateSizeTooSmall_1_oe() {
         DummyGenerator dummy = new DummyGenerator();
         int size = dummy.getStateSize();
        Assumptions.assumeTrue(size > 0);
         RandomProviderDefaultState state = new RandomProviderDefaultState(new byte[size - 1]);
        Assertions.assertThrows(IllegalStateException.class, () -> dummy.restoreState(state));
    }
",BaseProviderTest::testStateSizeTooSmall_1_oe,org.apache.commons.rng.core.BaseProvider,void restoreState(RandomProviderState state),/** {@inheritDoc} */,"@Override
    public void restoreState(RandomProviderState state) {
        if (state instanceof RandomProviderDefaultState) {
            setStateInternal(((RandomProviderDefaultState) state).getState());
        } else {
            throw new IllegalArgumentException(""Foreign instance"");
        }
    }"
rng_68_1,"    @Test
    void testStateSizeTooLarge_1_oe() {
         DummyGenerator dummy = new DummyGenerator();
         int size = dummy.getStateSize();
         RandomProviderDefaultState state = new RandomProviderDefaultState(new byte[size + 1]);
        Assertions.assertThrows(IllegalStateException.class, () -> dummy.restoreState(state));
    }
",BaseProviderTest::testStateSizeTooLarge_1_oe,org.apache.commons.rng.core.BaseProvider,void restoreState(RandomProviderState state),/** {@inheritDoc} */,"@Override
    public void restoreState(RandomProviderState state) {
        if (state instanceof RandomProviderDefaultState) {
            setStateInternal(((RandomProviderDefaultState) state).getState());
        } else {
            throw new IllegalArgumentException(""Foreign instance"");
        }
    }"
rng_71_1,"    @ParameterizedTest
    @MethodSource(""getList"")
    void testPreconditionNextInt_1_oe(UniformRandomProvider generator) {
        Assertions.assertThrows(IllegalArgumentException.class, () -> generator.nextInt(-1));
    }
",ProvidersCommonParametricTest::testPreconditionNextInt_1_oe,org.apache.commons.rng.simple.JDKRandomWrapper,nextInt(),/** {@inheritDoc} */,"@Override
    public int nextInt() {
        return rng.nextInt();
    }"
rng_71_2,"    @ParameterizedTest
    @MethodSource(""getList"")
    void testPreconditionNextInt_2_oe(UniformRandomProvider generator) {
        // removed other assertion
        Assertions.assertThrows(IllegalArgumentException.class, () -> generator.nextInt(0));
    }
",ProvidersCommonParametricTest::testPreconditionNextInt_2_oe,org.apache.commons.rng.simple.JDKRandomWrapper,nextInt(),/** {@inheritDoc} */,"@Override
    public int nextInt() {
        return rng.nextInt();
    }"
rng_72_1,"    @ParameterizedTest
    @MethodSource(""getList"")
    void testPreconditionNextLong_1_oe(UniformRandomProvider generator) {
        Assertions.assertThrows(IllegalArgumentException.class, () -> generator.nextLong(-1));
    }
",ProvidersCommonParametricTest::testPreconditionNextLong_1_oe,org.apache.commons.rng.simple.JDKRandomWrapper,nextLong(),/** {@inheritDoc} */,"@Override
    public long nextLong() {
        return rng.nextLong();
    }"
rng_72_2,"    @ParameterizedTest
    @MethodSource(""getList"")
    void testPreconditionNextLong_2_oe(UniformRandomProvider generator) {
        // removed other assertion
        Assertions.assertThrows(IllegalArgumentException.class, () -> generator.nextLong(0));
    }
",ProvidersCommonParametricTest::testPreconditionNextLong_2_oe,org.apache.commons.rng.simple.JDKRandomWrapper,nextLong(),/** {@inheritDoc} */,"@Override
    public long nextLong() {
        return rng.nextLong();
    }"
rng_73_1,"    @ParameterizedTest
    @MethodSource(""getList"")
    void testPreconditionNextBytes_1_oe(UniformRandomProvider generator) {
         int size = 10;
         int num = 1;
         byte[] buf = new byte[size];
        Assertions.assertThrows(IndexOutOfBoundsException.class, () -> generator.nextBytes(buf, -1, num));
    }
",ProvidersCommonParametricTest::testPreconditionNextBytes_1_oe,org.apache.commons.rng.simple.JDKRandomWrapper,void nextBytes(byte[] bytes),/** {@inheritDoc} */,"@Override
    public void nextBytes(byte[] bytes) {
        rng.nextBytes(bytes);
    }"
rng_73_2,"    @ParameterizedTest
    @MethodSource(""getList"")
    void testPreconditionNextBytes_2_oe(UniformRandomProvider generator) {
         int size = 10;
         int num = 1;
         byte[] buf = new byte[size];
        // removed other assertion
        Assertions.assertThrows(IndexOutOfBoundsException.class, () -> generator.nextBytes(buf, size, 0));
    }
",ProvidersCommonParametricTest::testPreconditionNextBytes_2_oe,org.apache.commons.rng.simple.JDKRandomWrapper,void nextBytes(byte[] bytes),/** {@inheritDoc} */,"@Override
    public void nextBytes(byte[] bytes) {
        rng.nextBytes(bytes);
    }"
rng_73_3,"    @ParameterizedTest
    @MethodSource(""getList"")
    void testPreconditionNextBytes_3_oe(UniformRandomProvider generator) {
         int size = 10;
         int num = 1;
         byte[] buf = new byte[size];
        // removed other assertion
        // removed other assertion
         int offset = 2;
        Assertions.assertThrows(IndexOutOfBoundsException.class, () -> generator.nextBytes(buf, offset, size - offset + 1));
    }
",ProvidersCommonParametricTest::testPreconditionNextBytes_3_oe,org.apache.commons.rng.simple.JDKRandomWrapper,void nextBytes(byte[] bytes),/** {@inheritDoc} */,"@Override
    public void nextBytes(byte[] bytes) {
        rng.nextBytes(bytes);
    }"
rng_73_4,"    @ParameterizedTest
    @MethodSource(""getList"")
    void testPreconditionNextBytes_4_oe(UniformRandomProvider generator) {
         int size = 10;
         int num = 1;
         byte[] buf = new byte[size];
        // removed other assertion
        // removed other assertion
         int offset = 2;
        // removed other assertion
        Assertions.assertThrows(IndexOutOfBoundsException.class, () -> generator.nextBytes(buf, offset, -1));
    }
",ProvidersCommonParametricTest::testPreconditionNextBytes_4_oe,org.apache.commons.rng.simple.JDKRandomWrapper,void nextBytes(byte[] bytes),/** {@inheritDoc} */,"@Override
    public void nextBytes(byte[] bytes) {
        rng.nextBytes(bytes);
    }"
rng_77_1,"    @ParameterizedTest
    @MethodSource(""getList"")
    void testStateWrongSize_1_oe(RestorableUniformRandomProvider generator) {
         RandomProviderState state = new DummyGenerator().saveState();
        // Try to restore with an invalid state (wrong size).
        Assertions.assertThrows(IllegalStateException.class, () -> generator.restoreState(state));
    }
",ProvidersCommonParametricTest::testStateWrongSize_1_oe,org.apache.commons.rng.core.BaseProvider,void restoreState(RandomProviderState state),/** {@inheritDoc} */,"@Override
    public void restoreState(RandomProviderState state) {
        if (state instanceof RandomProviderDefaultState) {
            setStateInternal(((RandomProviderDefaultState) state).getState());
        } else {
            throw new IllegalArgumentException(""Foreign instance"");
        }
    }"
rng_166_1,"    @Test
    void testNextOutputThrows_1_oe() {
        Assertions.assertThrows(UnsupportedOperationException.class, () -> new XoRoShiRo128PlusPlus(SEED).nextOutput());
    }
",XoRoShiRo128PlusPlusTest::testNextOutputThrows_1_oe,org.apache.commons.rng.core.source32.XoShiRo128PlusPlus,nextOutput(),/** {@inheritDoc} */,"@Override
    protected int nextOutput() {
        return Integer.rotateLeft(state0 + state3, 7) + state0;
    }"
rng_228_1,"    @Test
    void testSubcycleGeneratorsMustBeDifferent_1_oe() {
         int max = TwoCmres.numberOfSubcycleGenerators();
        for (int i = 0; i < max; i++) {
             int subCycle = i;
            Assertions.assertThrows(IllegalArgumentException.class, () -> new TwoCmres(-97845, subCycle, subCycle));
    }
    }
",TwoCmresTest::testSubcycleGeneratorsMustBeDifferent_1_oe,org.apache.commons.rng.core.source64.TwoCmres,numberOfSubcycleGenerators(),"/**
     * @return the number of subcycle generators.
     */","public static int numberOfSubcycleGenerators() {
        return FACTORY.numberOfSubcycleGenerators();
    }"
rng_229_1,"    @Test
    void testSubcycleGeneratorsIndex_1_oe() {
         int seed = 246810;

        // Valid indices are between 0 (included) and max (excluded).
         int max = TwoCmres.numberOfSubcycleGenerators();

        for (int i = 0; i < max; i++) {
            for (int j = 0; j < max; j++) {
                if (i != j) { // Subcycle generators must be different.
                    // Can be instantiated.
                    new TwoCmres(seed, i, j);
                }
            }
        }

        for (int wrongIndex : new int[] {-1, max}) {
            Assertions.assertThrows(IndexOutOfBoundsException.class, () -> new TwoCmres(seed, wrongIndex, 1), () -> ""Exception expected for index i = "" + wrongIndex);
    }
    }
",TwoCmresTest::testSubcycleGeneratorsIndex_1_oe,org.apache.commons.rng.core.source64.TwoCmres,numberOfSubcycleGenerators(),"/**
     * @return the number of subcycle generators.
     */","public static int numberOfSubcycleGenerators() {
        return FACTORY.numberOfSubcycleGenerators();
    }"
rng_229_2,"    @Test
    void testSubcycleGeneratorsIndex_2_oe() {
         int seed = 246810;

        // Valid indices are between 0 (included) and max (excluded).
         int max = TwoCmres.numberOfSubcycleGenerators();

        for (int i = 0; i < max; i++) {
            for (int j = 0; j < max; j++) {
                if (i != j) { // Subcycle generators must be different.
                    // Can be instantiated.
                    new TwoCmres(seed, i, j);
                }
            }
        }

        for (int wrongIndex : new int[] {-1, max}) {
            // removed other assertion
            Assertions.assertThrows(IndexOutOfBoundsException.class, () -> new TwoCmres(seed, 1, wrongIndex), () -> ""Exception expected for index j = "" + wrongIndex);
    }
    }
",TwoCmresTest::testSubcycleGeneratorsIndex_2_oe,org.apache.commons.rng.core.source64.TwoCmres,numberOfSubcycleGenerators(),"/**
     * @return the number of subcycle generators.
     */","public static int numberOfSubcycleGenerators() {
        return FACTORY.numberOfSubcycleGenerators();
    }"
rng_230_2,"    @Test
    void testCmresFactoryThrowsWithDuplicateMultiplier_2_oe() {
         ArrayList<Cmres> list = new ArrayList<>();
         long multiply = 0;
         int rotate = 3;
         int start = 5;

        list.add(new Cmres(multiply, rotate, start));

        long nextMultiply = multiply + 1;
        // removed other assertion

        list.add(new Cmres(nextMultiply, rotate, start));
        // This should throw as the list now contains the multiply value
        Assertions.assertThrows(IllegalStateException.class, () -> Cmres.Factory.checkUnique(list, nextMultiply));
    }
",TwoCmresTest::testCmresFactoryThrowsWithDuplicateMultiplier_2_oe,org.apache.commons.rng.core.source64.TwoCmres.Cmres.Factory,"void checkUnique(List<Cmres> table, long multiply)","/**
             * Check the multiply parameter is unique (not contained in any entry in the provided
             * table).
             *
             * @param table the table
             * @param multiply the multiply parameter
             */","static void checkUnique(List<Cmres> table, long multiply) {
                for (final Cmres sg : table) {
                    if (multiply == sg.getMultiply()) {
                        throw new IllegalStateException(INTERNAL_ERROR_MSG);
                    }
                }
            }"
rng_269_1,"    @Test
    void testMakeIntPrecondition1_1_oe() {
        for (int i = 0; i <= 10; i++) {
             byte[] bytes = new byte[i];
            if (i != INT_SIZE) {
                Assertions.assertThrows(IllegalArgumentException.class, () -> NumberFactory.makeInt(bytes));
    }
    }
    }
",NumberFactoryTest::testMakeIntPrecondition1_1_oe,org.apache.commons.rng.core.util.NumberFactory,makeInt(long v),"/**
     * Creates an {@code int} from a {@code long}.
     *
     * @param v Number.
     * @return an {@code int} value made from the ""xor"" of the
     * {@link #extractHi(long) high order bits} and
     * {@link #extractLo(long) low order bits} of {@code v}.
     *
     * @deprecated Since version 1.2. Method has become obsolete following
     * <a href=""https://issues.apache.org/jira/browse/RNG-57"">RNG-57</a>.
     */","@Deprecated
    public static int makeInt(long v) {
        return extractHi(v) ^ extractLo(v);
    }"
rng_270_1,"    @Test
    void testMakeIntArrayPrecondition1_1_oe() {
        for (int i = 0; i <= 20; i++) {
             byte[] bytes = new byte[i];
            if (i != 0 && i % INT_SIZE != 0) {
                Assertions.assertThrows(IllegalArgumentException.class, () -> NumberFactory.makeIntArray(bytes));
    }
    }
    }
",NumberFactoryTest::testMakeIntArrayPrecondition1_1_oe,org.apache.commons.rng.core.util.NumberFactory,makeIntArray(byte[] input),"/**
     * Creates an array of {@code int} values from a sequence of bytes.
     * This method calls {@link #makeInt(byte[])} for each subsequence
     * of 4 bytes.
     *
     * @param input Input. Length must be a multiple of 4.
     * @return an array of {@code int}.
     * @throws IllegalArgumentException if {@code input.length} is not
     * a multiple of 4.
     */","public static int[] makeIntArray(byte[] input) {
        final int size = input.length;
        final int num = size / INT_SIZE;
        checkSize(num * INT_SIZE, size);

        final int[] output = new int[num];
        for (int i = 0; i < num; i++) {
            output[i] = getInt(input, i * INT_SIZE);
        }

        return output;
    }"
rng_271_1,"    @Test
    void testMakeLongPrecondition1_1_oe() {
        for (int i = 0; i <= 10; i++) {
             byte[] bytes = new byte[i];
            if (i != LONG_SIZE) {
                Assertions.assertThrows(IllegalArgumentException.class, () -> NumberFactory.makeLong(bytes));
    }
    }
    }
",NumberFactoryTest::testMakeLongPrecondition1_1_oe,org.apache.commons.rng.core.util.NumberFactory,"makeLong(int v,
                                int w)","/**
     * Creates a {@code long} from two {@code int} values.
     *
     * @param v Number (high order bits).
     * @param w Number (low order bits).
     * @return a {@code long} value.
     */","public static long makeLong(int v,
                                int w) {
        return (((long) v) << 32) | (w & 0xffffffffL);
    }"
rng_272_1,"    @Test
    void testMakeLongArrayPrecondition1_1_oe() {
        for (int i = 0; i <= 20; i++) {
             byte[] bytes = new byte[i];
            if (i != 0 && i % LONG_SIZE != 0) {
                Assertions.assertThrows(IllegalArgumentException.class, () -> NumberFactory.makeLongArray(bytes));
    }
    }
    }
",NumberFactoryTest::testMakeLongArrayPrecondition1_1_oe,org.apache.commons.rng.core.util.NumberFactory,makeLongArray(byte[] input),"/**
     * Creates an array of {@code long} values from a sequence of bytes.
     * This method calls {@link #makeLong(byte[])} for each subsequence
     * of 8 bytes.
     *
     * @param input Input.
     * @return an array of {@code long}.
     * @throws IllegalArgumentException if {@code input.length} is not
     * a multiple of 8.
     */","public static long[] makeLongArray(byte[] input) {
        final int size = input.length;
        final int num = size / LONG_SIZE;
        checkSize(num * LONG_SIZE, size);

        final long[] output = new long[num];
        for (int i = 0; i < num; i++) {
            output[i] = getLong(input, i * LONG_SIZE);
        }

        return output;
    }"
rng_280_1,"    @Test
    void testHexThrowsWithOddNumberOfCharacters_1_oe() {
        Assertions.assertThrows(IllegalArgumentException.class, () -> Hex.decodeHex(""0""));
    }
",HexTest::testHexThrowsWithOddNumberOfCharacters_1_oe,org.apache.commons.rng.examples.stress.Hex,decodeHex(final CharSequence data),"/**
     * Converts an array of characters representing hexadecimal values into an array
     * of bytes of those same values. The returned array will be half the length of
     * the passed array, as it takes two characters to represent any given byte. An
     * exception is thrown if the passed char array has an odd number of elements.
     *
     * @param data An array of characters containing hexadecimal digits
     * @return A byte array containing binary data decoded from the supplied char array.
     * @throws IllegalArgumentException Thrown if an odd number or illegal of
     * characters is supplied
     */","static byte[] decodeHex(final CharSequence data) {
        final int len = data.length();

        if ((len & 0x01) != 0) {
            throw new IllegalArgumentException(""Odd number of characters."");
        }

        final byte[] out = new byte[len >> 1];

        // Two characters form the hex value
        for (int j = 0; j < len; j += 2) {
            final int f = (toDigit(data, j) << 4) |
                           toDigit(data, j + 1);
            out[j / 2] = (byte) f;
        }

        return out;
    }"
rng_281_1,"    @Test
    void testHexThrowsWithIllegalHexCharacters_1_oe() {
        Assertions.assertThrows(IllegalArgumentException.class, () -> Hex.decodeHex(""0g""));
    }
",HexTest::testHexThrowsWithIllegalHexCharacters_1_oe,org.apache.commons.rng.examples.stress.Hex,decodeHex(final CharSequence data),"/**
     * Converts an array of characters representing hexadecimal values into an array
     * of bytes of those same values. The returned array will be half the length of
     * the passed array, as it takes two characters to represent any given byte. An
     * exception is thrown if the passed char array has an odd number of elements.
     *
     * @param data An array of characters containing hexadecimal digits
     * @return A byte array containing binary data decoded from the supplied char array.
     * @throws IllegalArgumentException Thrown if an odd number or illegal of
     * characters is supplied
     */","static byte[] decodeHex(final CharSequence data) {
        final int len = data.length();

        if ((len & 0x01) != 0) {
            throw new IllegalArgumentException(""Odd number of characters."");
        }

        final byte[] out = new byte[len >> 1];

        // Two characters form the hex value
        for (int j = 0; j < len; j += 2) {
            final int f = (toDigit(data, j) << 4) |
                           toDigit(data, j + 1);
            out[j / 2] = (byte) f;
        }

        return out;
    }"
rng_290_1,"    @Test
    void testSamplePrecondition1_1_oe() {
        // Must fail for k > n.
        Assertions.assertThrows(IllegalArgumentException.class, () -> new PermutationSampler(rng, 2, 3));
    }
",PermutationSamplerTest::testSamplePrecondition1_1_oe,,,,
rng_291_1,"    @Test
    void testSamplePrecondition2_1_oe() {
        // Must fail for n = 0.
        Assertions.assertThrows(IllegalArgumentException.class, () -> new PermutationSampler(rng, 0, 0));
    }
",PermutationSamplerTest::testSamplePrecondition2_1_oe,,,,
rng_292_1,"    @Test
    void testSamplePrecondition3_1_oe() {
        // Must fail for k < n < 0.
        Assertions.assertThrows(IllegalArgumentException.class, () -> new PermutationSampler(rng, -1, 0));
    }
",PermutationSamplerTest::testSamplePrecondition3_1_oe,,,,
rng_293_1,"    @Test
    void testSamplePrecondition4_1_oe() {
        // Must fail for k < n < 0.
        Assertions.assertThrows(IllegalArgumentException.class, () -> new PermutationSampler(rng, 1, -1));
    }
",PermutationSamplerTest::testSamplePrecondition4_1_oe,,,,
rng_300_1,"    @Test
    void testPrecondition1_1_oe() {
        // Size mismatch
        Assertions.assertThrows(IllegalArgumentException.class, () -> new DiscreteProbabilityCollectionSampler<>(rng, Arrays.asList(1d, 2d), new double[] {0d}));
    }
",DiscreteProbabilityCollectionSamplerTest::testPrecondition1_1_oe,,,,
rng_301_1,"    @Test
    void testPrecondition2_1_oe() {
        // Negative probability
        Assertions.assertThrows(IllegalArgumentException.class, () -> new DiscreteProbabilityCollectionSampler<>(rng, Arrays.asList(1d, 2d), new double[] {0d, -1d}));
    }
",DiscreteProbabilityCollectionSamplerTest::testPrecondition2_1_oe,,,,
