id,test_prefix,test_name,custom_assert_name,custom_assert_method,custom_assert_file
geom_17_3,"    @Test
    void testCtor_invalidArgs_3_oe() {
        // arrange
        final Vector3D normal = Vector3D.ZERO;
        final List<Vector3D> invalid = Arrays.asList(Vector3D.ZERO, Vector3D.Unit.PLUS_X);

        final String verticesNull = ""Facet vertex list cannot be null"";
        final String vertexCountMsg = ""Facet vertex list must contain at least 3 points; found 2"";

        // act/assert
        // removed other assertion

        // removed other assertion

        GeometryTestUtils.assertThrowsWithMessage( () -> new SimpleFacetDefinition(invalid), IllegalArgumentException.class, vertexCountMsg);
    }
",SimpleFacetDefinitionTest::testCtor_invalidArgs_3_oe,assertThrowsWithMessage,"        GeometryTestUtils.assertThrowsWithMessage(() -> {
            try (ObjWriter objWriter = new ObjWriter(writer)) {
                objWriter.writeFace(1, 2);
            }
        }
",commons-geometry-io-euclidean/src/test/java/org/apache/commons/geometry/io/euclidean/threed/obj/ObjWriterTest.java
geom_17_4,"    @Test
    void testCtor_invalidArgs_4_oe() {
        // arrange
        final Vector3D normal = Vector3D.ZERO;
        final List<Vector3D> invalid = Arrays.asList(Vector3D.ZERO, Vector3D.Unit.PLUS_X);

        final String verticesNull = ""Facet vertex list cannot be null"";
        final String vertexCountMsg = ""Facet vertex list must contain at least 3 points; found 2"";

        // act/assert
        // removed other assertion

        // removed other assertion

        // removed other assertion

        GeometryTestUtils.assertThrowsWithMessage( () -> new SimpleFacetDefinition(invalid, normal), IllegalArgumentException.class, vertexCountMsg);
    }
",SimpleFacetDefinitionTest::testCtor_invalidArgs_4_oe,assertThrowsWithMessage,"        GeometryTestUtils.assertThrowsWithMessage(() -> {
            try (ObjWriter objWriter = new ObjWriter(writer)) {
                objWriter.writeFace(1, 2);
            }
        }
",commons-geometry-io-euclidean/src/test/java/org/apache/commons/geometry/io/euclidean/threed/obj/ObjWriterTest.java
geom_18_1,"    @Test
    void testToString_1_oe() {
        // arrange
        final SimpleFacetDefinition f = new SimpleFacetDefinition(FACET_PTS, Vector3D.Unit.PLUS_Z);

        // act
        final String str = f.toString();

        // assert
        GeometryTestUtils.assertContains(""SimpleFacetDefinition[vertices= [(0"", str);
    }
",SimpleFacetDefinitionTest::testToString_1_oe,assertContains,"    public static void assertContains(final String substr, final String actual) {
        final String msg = ""Expected string to contain ["" + substr + ""] but was ["" + actual + ""]"";
        Assertions.assertTrue(actual.contains(substr), msg);
    }
",commons-geometry-core/src/test/java/org/apache/commons/geometry/core/GeometryTestUtils.java
geom_18_2,"    @Test
    void testToString_2_oe() {
        // arrange
        final SimpleFacetDefinition f = new SimpleFacetDefinition(FACET_PTS, Vector3D.Unit.PLUS_Z);

        // act
        final String str = f.toString();

        // assert
        // removed other assertion
        GeometryTestUtils.assertContains("", normal= (0"", str);
    }
",SimpleFacetDefinitionTest::testToString_2_oe,assertContains,"    public static void assertContains(final String substr, final String actual) {
        final String msg = ""Expected string to contain ["" + substr + ""] but was ["" + actual + ""]"";
        Assertions.assertTrue(actual.contains(substr), msg);
    }
",commons-geometry-core/src/test/java/org/apache/commons/geometry/core/GeometryTestUtils.java
geom_37_3,"    @Test
    void testSingleFacet_3_oe() {
        // arrange
        final TextStlFacetDefinitionReader reader = facetReader(
                ""solid test\n"" +
                ""facet normal 1 2 3 "" +
                    ""outer loop "" +
                        ""vertex 4 5 6 "" +
                        ""vertex 7 8 9 "" +
                        ""vertex 10 11 12 "" +
                    ""endloop "" +
                ""endfacet "" +
                ""endsolid test"");

        // act
        final List<FacetDefinition> facets = EuclideanIOTestUtils.readAll(reader);

        // assert
        // removed other assertion

        // removed other assertion

        EuclideanIOTestUtils.assertFacetVerticesAndNormal( facets.get(0), Arrays.asList(Vector3D.of(4, 5, 6), Vector3D.of(7, 8, 9), Vector3D.of(10, 11, 12)), Vector3D.of(1, 2, 3), TEST_EPS);
    }
",TextStlFacetDefinitionReaderTest::testSingleFacet_3_oe,assertFacetVerticesAndNormal,"    public static void assertFacetVerticesAndNormal(final FacetDefinition facet, final List<Vector3D> expectedVertices,
            final Vector3D expectedNormal, final double eps) {
        assertFacetVertices(facet, expectedVertices, eps);

        if (expectedNormal == null) {
            Assertions.assertNull(facet.getNormal(), ""Expected facet normal to be null"");
        } else {
            EuclideanTestUtils.assertCoordinatesEqual(expectedNormal, facet.getNormal(), eps);
        }
    }
",commons-geometry-io-euclidean/src/test/java/org/apache/commons/geometry/io/euclidean/EuclideanIOTestUtils.java
geom_38_3,"    @Test
    void testMultipleFacets_3_oe() {
        // arrange
        final TextStlFacetDefinitionReader reader = facetReader(
                ""solid test solid\r\n\n"" +
                ""facet normal 1 2 3 "" +
                    ""outer loop "" +
                        ""vertex 4 5 6 "" +
                        ""vertex 7 8 9 "" +
                        ""vertex 10 11 12 "" +
                    ""endloop "" +
                ""endfacet "" +
                ""facet normal 0.0 0.0 0.0"" +
                    ""outer loop "" +
                        ""vertex 4e1 5.0e1 6.0e01 "" +
                        ""vertex 70.00 80.00 \t 90.00 "" +
                        ""vertex 10e+1 11e+1 12e+1 "" +
                    ""endloop "" +
                ""endfacet\n"" +
                ""facet   normal 0.1 0.2 0.3 "" +
                    ""outer  loop\n"" +
                        ""vertex 4e-1 5e-1 6e-1 "" +
                        ""vertex -0.07 \n -0.08 -0.09 "" +
                        ""vertex 10e-1 11e-1 12e-1 "" +
                    ""endloop\r"" +
                ""endfacet \r\n"" +
                ""endsolid test solid"");

        // act
        final List<FacetDefinition> facets = EuclideanIOTestUtils.readAll(reader);

        // assert
        // removed other assertion

        // removed other assertion

        EuclideanIOTestUtils.assertFacetVerticesAndNormal( facets.get(0), Arrays.asList(Vector3D.of(4, 5, 6), Vector3D.of(7, 8, 9), Vector3D.of(10, 11, 12)), Vector3D.of(1, 2, 3), TEST_EPS);
    }
",TextStlFacetDefinitionReaderTest::testMultipleFacets_3_oe,assertFacetVerticesAndNormal,"    public static void assertFacetVerticesAndNormal(final FacetDefinition facet, final List<Vector3D> expectedVertices,
            final Vector3D expectedNormal, final double eps) {
        assertFacetVertices(facet, expectedVertices, eps);

        if (expectedNormal == null) {
            Assertions.assertNull(facet.getNormal(), ""Expected facet normal to be null"");
        } else {
            EuclideanTestUtils.assertCoordinatesEqual(expectedNormal, facet.getNormal(), eps);
        }
    }
",commons-geometry-io-euclidean/src/test/java/org/apache/commons/geometry/io/euclidean/EuclideanIOTestUtils.java
geom_38_4,"    @Test
    void testMultipleFacets_4_oe() {
        // arrange
        final TextStlFacetDefinitionReader reader = facetReader(
                ""solid test solid\r\n\n"" +
                ""facet normal 1 2 3 "" +
                    ""outer loop "" +
                        ""vertex 4 5 6 "" +
                        ""vertex 7 8 9 "" +
                        ""vertex 10 11 12 "" +
                    ""endloop "" +
                ""endfacet "" +
                ""facet normal 0.0 0.0 0.0"" +
                    ""outer loop "" +
                        ""vertex 4e1 5.0e1 6.0e01 "" +
                        ""vertex 70.00 80.00 \t 90.00 "" +
                        ""vertex 10e+1 11e+1 12e+1 "" +
                    ""endloop "" +
                ""endfacet\n"" +
                ""facet   normal 0.1 0.2 0.3 "" +
                    ""outer  loop\n"" +
                        ""vertex 4e-1 5e-1 6e-1 "" +
                        ""vertex -0.07 \n -0.08 -0.09 "" +
                        ""vertex 10e-1 11e-1 12e-1 "" +
                    ""endloop\r"" +
                ""endfacet \r\n"" +
                ""endsolid test solid"");

        // act
        final List<FacetDefinition> facets = EuclideanIOTestUtils.readAll(reader);

        // assert
        // removed other assertion

        // removed other assertion

        // removed other assertion

        EuclideanIOTestUtils.assertFacetVerticesAndNormal( facets.get(1), Arrays.asList(Vector3D.of(40, 50, 60), Vector3D.of(70, 80, 90), Vector3D.of(100, 110, 120)), Vector3D.of(0, 0, 0), TEST_EPS);
    }
",TextStlFacetDefinitionReaderTest::testMultipleFacets_4_oe,assertFacetVerticesAndNormal,"    public static void assertFacetVerticesAndNormal(final FacetDefinition facet, final List<Vector3D> expectedVertices,
            final Vector3D expectedNormal, final double eps) {
        assertFacetVertices(facet, expectedVertices, eps);

        if (expectedNormal == null) {
            Assertions.assertNull(facet.getNormal(), ""Expected facet normal to be null"");
        } else {
            EuclideanTestUtils.assertCoordinatesEqual(expectedNormal, facet.getNormal(), eps);
        }
    }
",commons-geometry-io-euclidean/src/test/java/org/apache/commons/geometry/io/euclidean/EuclideanIOTestUtils.java
geom_38_5,"    @Test
    void testMultipleFacets_5_oe() {
        // arrange
        final TextStlFacetDefinitionReader reader = facetReader(
                ""solid test solid\r\n\n"" +
                ""facet normal 1 2 3 "" +
                    ""outer loop "" +
                        ""vertex 4 5 6 "" +
                        ""vertex 7 8 9 "" +
                        ""vertex 10 11 12 "" +
                    ""endloop "" +
                ""endfacet "" +
                ""facet normal 0.0 0.0 0.0"" +
                    ""outer loop "" +
                        ""vertex 4e1 5.0e1 6.0e01 "" +
                        ""vertex 70.00 80.00 \t 90.00 "" +
                        ""vertex 10e+1 11e+1 12e+1 "" +
                    ""endloop "" +
                ""endfacet\n"" +
                ""facet   normal 0.1 0.2 0.3 "" +
                    ""outer  loop\n"" +
                        ""vertex 4e-1 5e-1 6e-1 "" +
                        ""vertex -0.07 \n -0.08 -0.09 "" +
                        ""vertex 10e-1 11e-1 12e-1 "" +
                    ""endloop\r"" +
                ""endfacet \r\n"" +
                ""endsolid test solid"");

        // act
        final List<FacetDefinition> facets = EuclideanIOTestUtils.readAll(reader);

        // assert
        // removed other assertion

        // removed other assertion

        // removed other assertion

        // removed other assertion

        EuclideanIOTestUtils.assertFacetVerticesAndNormal( facets.get(2), Arrays.asList(Vector3D.of(0.4, 0.5, 0.6), Vector3D.of(-0.07, -0.08, -0.09), Vector3D.of(1, 1.1, 1.2)), Vector3D.of(0.1, 0.2, 0.3), TEST_EPS);
    }
",TextStlFacetDefinitionReaderTest::testMultipleFacets_5_oe,assertFacetVerticesAndNormal,"    public static void assertFacetVerticesAndNormal(final FacetDefinition facet, final List<Vector3D> expectedVertices,
            final Vector3D expectedNormal, final double eps) {
        assertFacetVertices(facet, expectedVertices, eps);

        if (expectedNormal == null) {
            Assertions.assertNull(facet.getNormal(), ""Expected facet normal to be null"");
        } else {
            EuclideanTestUtils.assertCoordinatesEqual(expectedNormal, facet.getNormal(), eps);
        }
    }
",commons-geometry-io-euclidean/src/test/java/org/apache/commons/geometry/io/euclidean/EuclideanIOTestUtils.java
geom_39_3,"    @Test
    void testNoName_3_oe() {
        // arrange
        final TextStlFacetDefinitionReader reader = facetReader(
                ""solid\n"" +
                ""facet normal 1 2 3 "" +
                    ""outer loop "" +
                        ""vertex 4 5 6 "" +
                        ""vertex 7 8 9 "" +
                        ""vertex 10 11 12 "" +
                    ""endloop "" +
                ""endfacet "" +
                ""endsolid"");

        // act
        final List<FacetDefinition> facets = EuclideanIOTestUtils.readAll(reader);

        // assert
        // removed other assertion

        // removed other assertion

        EuclideanIOTestUtils.assertFacetVerticesAndNormal( facets.get(0), Arrays.asList(Vector3D.of(4, 5, 6), Vector3D.of(7, 8, 9), Vector3D.of(10, 11, 12)), Vector3D.of(1, 2, 3), TEST_EPS);
    }
",TextStlFacetDefinitionReaderTest::testNoName_3_oe,assertFacetVerticesAndNormal,"    public static void assertFacetVerticesAndNormal(final FacetDefinition facet, final List<Vector3D> expectedVertices,
            final Vector3D expectedNormal, final double eps) {
        assertFacetVertices(facet, expectedVertices, eps);

        if (expectedNormal == null) {
            Assertions.assertNull(facet.getNormal(), ""Expected facet normal to be null"");
        } else {
            EuclideanTestUtils.assertCoordinatesEqual(expectedNormal, facet.getNormal(), eps);
        }
    }
",commons-geometry-io-euclidean/src/test/java/org/apache/commons/geometry/io/euclidean/EuclideanIOTestUtils.java
geom_40_3,"    @Test
    void testContentEndsEarly_3_oe() {
        // arrange
        final TextStlFacetDefinitionReader reader = facetReader(
                ""solid test\n"" +
                ""facet normal 1 2 3 "" +
                    ""outer loop "" +
                        ""vertex 4 5 6 "" +
                        ""vertex 7 8 9 "" +
                        ""vertex 10 11 12 "" +
                    ""endloop "" +
                ""endfacet"");

        // act
        final List<FacetDefinition> facets = EuclideanIOTestUtils.readAll(reader);

        // assert
        // removed other assertion

        // removed other assertion

        EuclideanIOTestUtils.assertFacetVerticesAndNormal( facets.get(0), Arrays.asList(Vector3D.of(4, 5, 6), Vector3D.of(7, 8, 9), Vector3D.of(10, 11, 12)), Vector3D.of(1, 2, 3), TEST_EPS);
    }
",TextStlFacetDefinitionReaderTest::testContentEndsEarly_3_oe,assertFacetVerticesAndNormal,"    public static void assertFacetVerticesAndNormal(final FacetDefinition facet, final List<Vector3D> expectedVertices,
            final Vector3D expectedNormal, final double eps) {
        assertFacetVertices(facet, expectedVertices, eps);

        if (expectedNormal == null) {
            Assertions.assertNull(facet.getNormal(), ""Expected facet normal to be null"");
        } else {
            EuclideanTestUtils.assertCoordinatesEqual(expectedNormal, facet.getNormal(), eps);
        }
    }
",commons-geometry-io-euclidean/src/test/java/org/apache/commons/geometry/io/euclidean/EuclideanIOTestUtils.java
geom_41_1,"    @Test
    void testParseErrors_1_oe() {
        // act/assert
        assertParseError( ""soli test\n"" + ""facet normal 1 2 3 "" + ""outer loop "" + ""vertex 4 5 6 "" + ""vertex 7 8 9 "" + ""vertex 10 11 12 "" + ""endloop "" + ""endfacet "" + ""endsolid test"");
    }
",TextStlFacetDefinitionReaderTest::testParseErrors_1_oe,assertParseError,"    private static void assertParseError(final String content) {
        GeometryTestUtils.assertThrowsWithMessage(
                () -> EuclideanIOTestUtils.readAll(facetReader(content)),
                IllegalStateException.class,
                Pattern.compile(""^Parsing failed.*""));
    }
",commons-geometry-io-euclidean/src/test/java/org/apache/commons/geometry/io/euclidean/threed/stl/TextStlFacetDefinitionReaderTest.java
geom_41_2,"    @Test
    void testParseErrors_2_oe() {
        // act/assert
        // removed other assertion
        assertParseError( ""solid test\n"" + ""facet normal 1 2 3 "" + ""outer loop "" + ""vertex abc 5 6 "" + ""vertex 7 8 9 "" + ""vertex 10 11 12 "" + ""endloop "" + ""endfacet "" + ""endsolid test"");
    }
",TextStlFacetDefinitionReaderTest::testParseErrors_2_oe,assertParseError,"    private static void assertParseError(final String content) {
        GeometryTestUtils.assertThrowsWithMessage(
                () -> EuclideanIOTestUtils.readAll(facetReader(content)),
                IllegalStateException.class,
                Pattern.compile(""^Parsing failed.*""));
    }
",commons-geometry-io-euclidean/src/test/java/org/apache/commons/geometry/io/euclidean/threed/stl/TextStlFacetDefinitionReaderTest.java
geom_43_1,"    @Test
    void testReadMethods_cubeAscii_1_oe() throws IOException {
        // arrange
        final URL url = EuclideanIOTestUtils.resource(""/models/cube-ascii.stl"");
        final GeometryInput input = new UrlGeometryInput(url);

        // act/assert
        EuclideanIOTestUtils.assertCube(readerToBoundarySource(handler.facetDefinitionReader(input)), TEST_EPS);
    }
",StlBoundaryReadHandler3DTest::testReadMethods_cubeAscii_1_oe,assertCube,"    public static void assertCube(final BoundarySource3D src, final double eps) {
        final RegionBSPTree3D tree = src.toTree();

        Assertions.assertEquals(1, tree.getSize(), eps);
        Assertions.assertEquals(6, tree.getBoundarySize(), eps);

        EuclideanTestUtils.assertCoordinatesEqual(Vector3D.ZERO, tree.getCentroid(), eps);

        EuclideanTestUtils.assertRegionLocation(tree, RegionLocation.INSIDE,
                Vector3D.ZERO,
                Vector3D.of(0.25, 0, 0), Vector3D.of(-0.25, 0, 0),
                Vector3D.of(0, 0.25, 0), Vector3D.of(0, -0.25, 0),
                Vector3D.of(0, 0, 0.25), Vector3D.of(0, 0, -0.25));

        EuclideanTestUtils.assertRegionLocation(tree, RegionLocation.BOUNDARY,
                Vector3D.of(-0.5, -0.5, -0.5), Vector3D.of(-0.5, -0.5, +0.5),
                Vector3D.of(-0.5, +0.5, -0.5), Vector3D.of(-0.5, +0.5, +0.5),
                Vector3D.of(+0.5, -0.5, -0.5), Vector3D.of(+0.5, -0.5, +0.5),
                Vector3D.of(+0.5, +0.5, -0.5), Vector3D.of(+0.5, +0.5, +0.5));

        EuclideanTestUtils.assertRegionLocation(tree, RegionLocation.OUTSIDE,
                Vector3D.of(0.5, 0.5, 1), Vector3D.of(0.5, 0.5, -1),
                Vector3D.of(0.5, 1, 0.5), Vector3D.of(0.5, -1, 0.5),
                Vector3D.of(1, 0.5, 0.5), Vector3D.of(-1, 0.5, 0.5));
    }
",commons-geometry-io-euclidean/src/test/java/org/apache/commons/geometry/io/euclidean/EuclideanIOTestUtils.java
geom_43_2,"    @Test
    void testReadMethods_cubeAscii_2_oe() throws IOException {
        // arrange
        final URL url = EuclideanIOTestUtils.resource(""/models/cube-ascii.stl"");
        final GeometryInput input = new UrlGeometryInput(url);

        // act/assert
        // removed other assertion
        EuclideanIOTestUtils.assertCube(facetsToBoundarySource(handler.facets(input)), TEST_EPS);
    }
",StlBoundaryReadHandler3DTest::testReadMethods_cubeAscii_2_oe,assertCube,"    public static void assertCube(final BoundarySource3D src, final double eps) {
        final RegionBSPTree3D tree = src.toTree();

        Assertions.assertEquals(1, tree.getSize(), eps);
        Assertions.assertEquals(6, tree.getBoundarySize(), eps);

        EuclideanTestUtils.assertCoordinatesEqual(Vector3D.ZERO, tree.getCentroid(), eps);

        EuclideanTestUtils.assertRegionLocation(tree, RegionLocation.INSIDE,
                Vector3D.ZERO,
                Vector3D.of(0.25, 0, 0), Vector3D.of(-0.25, 0, 0),
                Vector3D.of(0, 0.25, 0), Vector3D.of(0, -0.25, 0),
                Vector3D.of(0, 0, 0.25), Vector3D.of(0, 0, -0.25));

        EuclideanTestUtils.assertRegionLocation(tree, RegionLocation.BOUNDARY,
                Vector3D.of(-0.5, -0.5, -0.5), Vector3D.of(-0.5, -0.5, +0.5),
                Vector3D.of(-0.5, +0.5, -0.5), Vector3D.of(-0.5, +0.5, +0.5),
                Vector3D.of(+0.5, -0.5, -0.5), Vector3D.of(+0.5, -0.5, +0.5),
                Vector3D.of(+0.5, +0.5, -0.5), Vector3D.of(+0.5, +0.5, +0.5));

        EuclideanTestUtils.assertRegionLocation(tree, RegionLocation.OUTSIDE,
                Vector3D.of(0.5, 0.5, 1), Vector3D.of(0.5, 0.5, -1),
                Vector3D.of(0.5, 1, 0.5), Vector3D.of(0.5, -1, 0.5),
                Vector3D.of(1, 0.5, 0.5), Vector3D.of(-1, 0.5, 0.5));
    }
",commons-geometry-io-euclidean/src/test/java/org/apache/commons/geometry/io/euclidean/EuclideanIOTestUtils.java
