id,test_prefix,test_name,mut_class,method_under_test,mut_docstring,mut_method_definition
lang_left_2846_5,"@Test
    public void testDoublePredicateAnd_5_oe() throws Throwable {
        assertThrows(NullPointerException.class, () -> assertFalse(FailableDoublePredicate.falsePredicate().and(null).test(0)));
    }",FailableFunctionsTest::testDoublePredicateAnd_5_oe,org.apache.commons.lang3.Functions.FailableBiPredicate,"test(O1 object1, O2 object2)","/**
         * Tests the predicate.
         *
         * @param object1 the first object to test the predicate on
         * @param object2 the second object to test the predicate on
         * @return the predicate's evaluation
         * @throws T if the predicate fails
         */","boolean test(O1 object1, O2 object2) throws T;"
lang_left_2846_6,"@Test
    public void testDoublePredicateAnd_6_oe() throws Throwable {
        assertThrows(NullPointerException.class, () -> assertTrue(FailableDoublePredicate.truePredicate().and(null).test(0)));
    }",FailableFunctionsTest::testDoublePredicateAnd_6_oe,org.apache.commons.lang3.Functions.FailableBiPredicate,"test(O1 object1, O2 object2)","/**
         * Tests the predicate.
         *
         * @param object1 the first object to test the predicate on
         * @param object2 the second object to test the predicate on
         * @return the predicate's evaluation
         * @throws T if the predicate fails
         */","boolean test(O1 object1, O2 object2) throws T;"
lang_left_2848_5,"@Test
    public void testDoublePredicateOr_5_oe() throws Throwable {
        assertThrows(NullPointerException.class, () -> assertFalse(FailableDoublePredicate.falsePredicate().or(null).test(0)));
    }",FailableFunctionsTest::testDoublePredicateOr_5_oe,org.apache.commons.lang3.Functions.FailableBiPredicate,"test(O1 object1, O2 object2)","/**
         * Tests the predicate.
         *
         * @param object1 the first object to test the predicate on
         * @param object2 the second object to test the predicate on
         * @return the predicate's evaluation
         * @throws T if the predicate fails
         */","boolean test(O1 object1, O2 object2) throws T;"
lang_left_2848_6,"@Test
    public void testDoublePredicateOr_6_oe() throws Throwable {
        assertThrows(NullPointerException.class, () -> assertTrue(FailableDoublePredicate.truePredicate().or(null).test(0)));
    }",FailableFunctionsTest::testDoublePredicateOr_6_oe,org.apache.commons.lang3.Functions.FailableBiPredicate,"test(O1 object1, O2 object2)","/**
         * Tests the predicate.
         *
         * @param object1 the first object to test the predicate on
         * @param object2 the second object to test the predicate on
         * @return the predicate's evaluation
         * @throws T if the predicate fails
         */","boolean test(O1 object1, O2 object2) throws T;"
lang_left_2865_5,"@Test
    public void testIntPredicateAnd_5_oe() throws Throwable {
        assertThrows(NullPointerException.class, () -> assertFalse(FailableIntPredicate.falsePredicate().and(null).test(0)));
    }",FailableFunctionsTest::testIntPredicateAnd_5_oe,org.apache.commons.lang3.Functions.FailableBiPredicate,"test(O1 object1, O2 object2)","/**
         * Tests the predicate.
         *
         * @param object1 the first object to test the predicate on
         * @param object2 the second object to test the predicate on
         * @return the predicate's evaluation
         * @throws T if the predicate fails
         */","boolean test(O1 object1, O2 object2) throws T;"
lang_left_2865_6,"@Test
    public void testIntPredicateAnd_6_oe() throws Throwable {
        assertThrows(NullPointerException.class, () -> assertTrue(FailableIntPredicate.truePredicate().and(null).test(0)));
    }",FailableFunctionsTest::testIntPredicateAnd_6_oe,org.apache.commons.lang3.Functions.FailableBiPredicate,"test(O1 object1, O2 object2)","/**
         * Tests the predicate.
         *
         * @param object1 the first object to test the predicate on
         * @param object2 the second object to test the predicate on
         * @return the predicate's evaluation
         * @throws T if the predicate fails
         */","boolean test(O1 object1, O2 object2) throws T;"
lang_left_2867_5,"@Test
    public void testIntPredicateOr_5_oe() throws Throwable {
        assertThrows(NullPointerException.class, () -> assertFalse(FailableIntPredicate.falsePredicate().or(null).test(0)));
    }",FailableFunctionsTest::testIntPredicateOr_5_oe,org.apache.commons.lang3.Functions.FailableBiPredicate,"test(O1 object1, O2 object2)","/**
         * Tests the predicate.
         *
         * @param object1 the first object to test the predicate on
         * @param object2 the second object to test the predicate on
         * @return the predicate's evaluation
         * @throws T if the predicate fails
         */","boolean test(O1 object1, O2 object2) throws T;"
lang_left_2867_6,"@Test
    public void testIntPredicateOr_6_oe() throws Throwable {
        assertThrows(NullPointerException.class, () -> assertTrue(FailableIntPredicate.truePredicate().or(null).test(0)));
    }",FailableFunctionsTest::testIntPredicateOr_6_oe,org.apache.commons.lang3.Functions.FailableBiPredicate,"test(O1 object1, O2 object2)","/**
         * Tests the predicate.
         *
         * @param object1 the first object to test the predicate on
         * @param object2 the second object to test the predicate on
         * @return the predicate's evaluation
         * @throws T if the predicate fails
         */","boolean test(O1 object1, O2 object2) throws T;"
lang_left_2873_5,"@Test
    public void testLongPredicateAnd_5_oe() throws Throwable {
        assertThrows(NullPointerException.class, () -> assertFalse(FailableLongPredicate.falsePredicate().and(null).test(0)));
    }",FailableFunctionsTest::testLongPredicateAnd_5_oe,org.apache.commons.lang3.Functions.FailableBiPredicate,"test(O1 object1, O2 object2)","/**
         * Tests the predicate.
         *
         * @param object1 the first object to test the predicate on
         * @param object2 the second object to test the predicate on
         * @return the predicate's evaluation
         * @throws T if the predicate fails
         */","boolean test(O1 object1, O2 object2) throws T;"
lang_left_2873_6,"@Test
    public void testLongPredicateAnd_6_oe() throws Throwable {
        assertThrows(NullPointerException.class, () -> assertTrue(FailableLongPredicate.truePredicate().and(null).test(0)));
    }",FailableFunctionsTest::testLongPredicateAnd_6_oe,org.apache.commons.lang3.Functions.FailableBiPredicate,"test(O1 object1, O2 object2)","/**
         * Tests the predicate.
         *
         * @param object1 the first object to test the predicate on
         * @param object2 the second object to test the predicate on
         * @return the predicate's evaluation
         * @throws T if the predicate fails
         */","boolean test(O1 object1, O2 object2) throws T;"
lang_left_2875_5,"@Test
    public void testLongPredicateOr_5_oe() throws Throwable {
        assertThrows(NullPointerException.class, () -> assertFalse(FailableLongPredicate.falsePredicate().or(null).test(0)));
    }",FailableFunctionsTest::testLongPredicateOr_5_oe,org.apache.commons.lang3.Functions.FailableBiPredicate,"test(O1 object1, O2 object2)","/**
         * Tests the predicate.
         *
         * @param object1 the first object to test the predicate on
         * @param object2 the second object to test the predicate on
         * @return the predicate's evaluation
         * @throws T if the predicate fails
         */","boolean test(O1 object1, O2 object2) throws T;"
lang_left_2875_6,"@Test
    public void testLongPredicateOr_6_oe() throws Throwable {
        assertThrows(NullPointerException.class, () -> assertTrue(FailableLongPredicate.truePredicate().or(null).test(0)));
    }",FailableFunctionsTest::testLongPredicateOr_6_oe,org.apache.commons.lang3.Functions.FailableBiPredicate,"test(O1 object1, O2 object2)","/**
         * Tests the predicate.
         *
         * @param object1 the first object to test the predicate on
         * @param object2 the second object to test the predicate on
         * @return the predicate's evaluation
         * @throws T if the predicate fails
         */","boolean test(O1 object1, O2 object2) throws T;"
lang_left_2880_5,"@Test
    public void testPredicateAnd_5_oe() throws Throwable {
        assertThrows(NullPointerException.class, () -> assertFalse(FailablePredicate.FALSE.and(null).test(null)));
    }",FailableFunctionsTest::testPredicateAnd_5_oe,org.apache.commons.lang3.Functions.FailableBiPredicate,"test(O1 object1, O2 object2)","/**
         * Tests the predicate.
         *
         * @param object1 the first object to test the predicate on
         * @param object2 the second object to test the predicate on
         * @return the predicate's evaluation
         * @throws T if the predicate fails
         */","boolean test(O1 object1, O2 object2) throws T;"
lang_left_2880_6,"@Test
    public void testPredicateAnd_6_oe() throws Throwable {
        assertThrows(NullPointerException.class, () -> assertTrue(FailablePredicate.TRUE.and(null).test(null)));
    }",FailableFunctionsTest::testPredicateAnd_6_oe,org.apache.commons.lang3.Functions.FailableBiPredicate,"test(O1 object1, O2 object2)","/**
         * Tests the predicate.
         *
         * @param object1 the first object to test the predicate on
         * @param object2 the second object to test the predicate on
         * @return the predicate's evaluation
         * @throws T if the predicate fails
         */","boolean test(O1 object1, O2 object2) throws T;"
