id,target,output,match_tc_mut_doc
bean_413_7,"assertEquals(""Check First Mapped Value is correct(a)"", testInteger1, dynaMap.get(testProperty, testKey));",exception,0
bean_189_11,"assertEquals(""dup",assertNotNull(dupProperty);,0
bean_748_2,"assertEquals(""Signal not set by test thread"", 2, signal.getSignal());",exception,0
bean_334_9,"assertEquals(""Check Second Indexed Value is correct"", testInteger1, bean.get(testProperty, index));",exception,0
bean_225_1,"assertEquals(""Start thread gets right instance"", beanOne, ccll.get());",exception,0
bean_317_4,"assertEquals(""string property name"",""stringproperty"",dynaProp.getName());","assertEquals(""stringproperty"", dynaProp.getName());",0
bean_105_12,"assertEquals(""",assertNotNull(dupProperty);,0
bean_103_4,"assertEquals(""String Converter doesn't do Strings!!!"", today.toString",exception,0
bean_37_2,"assertEquals(""Array Length is different"", newArray.length, array.length);",assertNotNull(array);,0
bean_189_14,"assertEquals(""dup",assertNotNull(dupProperty);,0
bean_426_12,"assertEquals(""dupProperty[1]"", ""New 1"", dupProperty[1]);",exception,0
bean_111_6,"assertNotNull(""Can retrieve directly"",bean.get(""mappedObjects"",""nested/property""));",exception,0
bean_661_2,"assertEquals(message[i] + "" to long"",expected[i],converter.convert(Long.TYPE,input[i]));",exception,0
bean_341_9,"assertEquals(""Copied string property"",""Custom string"",bean.getStringProperty());",exception,0
bean_213_3,"assertEquals(0, ((Integer) bean.get(""intProperty"")).intValue());",exception,0
bean_415_2,"assertNull(""Check Property doesn't exist"", dynaMap.getDynaProperty(testProperty));",exception,0
bean_344_4,"assertEquals(""Value of 'booleanProperty'"",""true"",map.get(""booleanProperty""));",exception,0
bean_653_1,"assertEquals(message[i] + "" to File"",expected[i],converter.convert(File.class,input[i]));",exception,0
bean_772_5,"assertSame(""BeanClass ClassLoader incorrect"", beanClass.getClassLoader(), loader);",exception,0
bean_413_1,"assertNull(""Check Mapped Property doesn't exist"", a);",assertNull(a);,0
bean_329_8,"assertEquals(""Check Second Mapped Value is correct(a)"", testInteger2, bean.get(testProperty, testKey));",exception,0
bean_60_1,"assertEquals(object.toString(), result);",exception,0
bean_90_6,"assertTrue(""containsKey(Double)"", a);","assertEquals(false, a);",0
bean_83_5,"assertEquals(""bigDecimalProperty value"",123.45,((BigDecimal)bigDecimalProperty).doubleValue(),0.005);",exception,0
bean_17_2,"assertEquals(""Not IndexedPropertyDescriptor"",IndexedPropertyDescriptor.class,descriptor.getClass());",exception,0
bean_324_11,"assertEquals(""Timestamp Class"", expectedType, property.getType());",exception,0
bean_569_1,"assertSame(""Instance not cached"",clazz,WrapDynaClass.createDynaClass(TestBean.class));",assertNotNull(clazz);,0
bean_576_2,"assertFalse(""PropertyUtils.isReadable(bean, \""indexed\"") returned true"", result);",exception,0
bean_710_2,"assertEquals(message[i] + "" to double"",expected[i].doubleValue(),(converter.convert(Double.TYPE,input[i])).doubleValue(),0.00001D);",exception,0
bean_665_4,"assertEquals(""Null Test"",     null, converter.convert(String.class, null));","assertEquals(false, converter.supports(String.class));",0
bean_105_11,"assertEquals(""",exception,0
bean_100_50,"assertEquals(((Float)value).floatValue(),(float)123.456,(float)0.005);",exception,0
bean_511_1,"assertEquals(""Cannot get simple index(1)"", ""Bean@0"", value.getName());","assertEquals(""org.apache.commons.beanutils.NestedTestBean"", nestedBean.getName());",0
bean_30_1,"assertEquals(""array-0"", a);",assertNull(beanUtilsBean.getProperty());,0
bean_328_7,"assertEquals(""Check Second Mapped Value is correct(a)"", testInteger2, bean.get(testProperty, testKey));",exception,0
bean_382_3,"assertEquals(123, bean.getIntProperty());","assertEquals(123L, bean.getLongProperty());",0
bean_385_11,"assertEquals(0, bean.getIntProperty());","assertEquals(1, bean.getNested().getIntProperty());",0
bean_602_4,"assertEquals(""mix"", simplePojo.getJcrMixinTypes()[2]);","assertEquals(""mix:rereferencible,mix:simple"", simplePojo.getJcrMixinTypes());",0
bean_628_4,"assertTrue(""Expected IllegalArgumentException but returned '"" + result + ""'"", threwIllegalArgumentException);",exception,0
bean_268_2,"assertEquals(""before putAll"", stringVal, dynaBean.get(stringProp.getName()));","assertEquals(""java.lang.String"", stringProp.getName());",0
bean_98_1,"assertEquals(""Boolean->String"", a, ConvertUtils.convert(Boolean.FALSE));","assertEquals(""false"", a);",0
bean_649_7,"assertEquals(""Y Value"", ""y-value"", result.get(""y""));",exception,0
bean_263_2,"assertEquals(""entrySet(""+i+"") val"", expectValue, entry.getValue());",exception,0
bean_624_4,"assertFalse(""PropertyUtils.isReadable(bean, \""indexedWriteOnly\"") returned "" + result, result);",exception,0
bean_567_3,"assertEquals(""bean value"", newValue, bean.get(""intProperty""));","assertEquals(789, ((Integer) bean.get(""intProperty"")).intValue());",0
bean_420_8,"assertEquals(""Check First Indexed Value is correct(b)"", testString1, ((String[])dynaMap.get(testProperty))[index]);",exception,0
bean_88_5,"assertEquals(""Integer.TYPE"",   new Integer(3),      beanMap.getTypeTransformer(Integer.TYPE).transform(""3""));",assertNotNull(beanMap);,0
bean_772_8,"assertEquals(""1-Read Method name"", ""getMappedProperty"", descriptor.getMappedReadMethod().getName());","assertEquals(""org.apache.commons.beanutils.memoryleaktests.pojotests.SomeMappedPojo"", descriptor.getName());",0
bean_208_6,"assertEquals(123, ((Float) bean.get(""floatProperty"")).floatValue(), 0.005);",exception,0
bean_381_3,"assertEquals(123, bean.getFloatProperty(), 0.005);","assertEquals(123.0F, bean.getFloatProperty(), 0.01D);",0
bean_633_4,"assertEquals(""mappedWriteOnly"", testBean.getMappedReadOnly(""foo-key""), ""MAPPED-BAR"");",exception,0
bean_690_3,"assertEquals(message[i] + "" to null type"",expected[i].floatValue(),((Float)(converter.convert(null,input[i]))).floatValue(),0.00001);",exception,0
bean_342_4,"assertEquals(""doubleProperty"",333.0,bean.getDoubleProperty(),0.005);",exception,0
bean_79_1,"assertNotNull(""dynaProps exists"", dynaProps);",assertNotNull(dynaProps);,0
bean_711_2,"assertEquals(message[i] + "" to short"",expected[i],converter.convert(Short.TYPE,input[i]));",exception,0
bean_644_2,"assertEquals(""PrivatePublicOverriden"", result);",exception,0
bean_329_9,"assertEquals(""Check Second Mapped Value is correct(b)"", testInteger2, ((TreeMap<?,?>)bean.get(testProperty)).get(testKey));",exception,0
bean_339_3,"assertNull(""Check Value is null"", bean.get(testProperty));",exception,0
bean_203_7,"assertTrue(""stringArray[2] is null"",((String[])newValue)[2] == null);",exception,0
bean_372_2,"assertEquals((short) 123, bean.getShortProperty());","assertEquals((byte)123, bean.getShortProperty());",0
bean_640_1,"assertTrue(""Not writable"", pub.isWriteable(bean, TEST_PROP));",exception,0
bean_54_1,"assertEquals(""Cannot invoke through abstract class(1)"",""ChildOne"",MethodUtils.invokeMethod(parent,""testAddChild"",childOne));",exception,0
bean_44_3,"assertEquals(""Element "" + i + "" is different"", newList.get(i), list.get(i));",exception,0
bean_310_5,"assertTrue(""Unexpected descriptor: "" + pd, descSet.remove(pd));",exception,0
bean_210_1,"assertEquals(123, ((Long) bean.get(""longProperty"")).longValue());",exception,0
bean_42_1,"assertEquals(""modified-1"", bean.getStringList(1));",exception,0
bean_763_2,"assertEquals(""Positive Float.MAX_VALUE"", new Float(Float.MAX_VALUE), converter.convert(fmt.format(Float.MAX_VALUE)));","assertEquals(false, converter.isLocaleDependent());",0
bean_322_8,"assertEquals(""intProperty value"",103,((Integer)intProperty).intValue());",exception,0
bean_421_6,"assertEquals(""Check Indexed Value is correct(a)"", testString2, ((DynaBean)dynaMap.get(testPropertyA, index)).get(testPropertyB));",exception,0
bean_215_1,"assertEquals(""Wrong write method"",writeMethod,data.getWriteMethod(BEAN_CLASS,pd));","assertEquals(false, pd.isHidden());",0
bean_346_3,"assertEquals(""java.util.Date[] --> String[] value "", testUtilDate.toString(), value[0]);",exception,0
bean_412_5,"assertEquals(""Check First Mapped Value is correct(a)"", testInteger1, dynaMap.get(testProperty, testKey));",exception,0
bean_66_2,"assertEquals(""currentCounter value"", current, ((Integer) value).intValue());",exception,0
bean_775_3,"assertNotSame(""ClassLoaders should be different.."", getClass().getClassLoader(), beanClass.getClassLoader());",exception,0
bean_722_1,"assertEquals(""Default Convert "" + numbers[0], numbers[0], converter.convert(null, numbers[0].toString()));","assertEquals(false, converter.isLocaleDependent());",0
bean_334_4,"assertEquals(""Check Property is correct type"", LinkedList.class, dynaClass.getDynaProperty(testProperty).getType());",exception,0
bean_417_5,"assertEquals(""Check Indexed Property is correct type"", ArrayList.class, dynaMap.get(testProperty).getClass());",exception,0
bean_368_6,"assertEquals(123, bean.getFloatProperty(), 0.005);","assertEquals(123.0F, bean.getFloatProperty(), 0.01D);",0
bean_336_12,"assertEquals(""Check Second Array length is correct"", new Integer(index+1),  new Integer(((String[])bean.get(testProperty)).length));",exception,0
bean_32_1,"assertEquals(""array-1"", a);",assertNull(a);,0
bean_704_1,"assertEquals(""Null Default"", null,   new ArrayConverter(int[].class, intConverter, -1).convert(int[].class, null));",assertNotNull(intConverter);,0
bean_100_46,"assertEquals(((Double) value).doubleValue(), 123.456, 0.005);",exception,0
bean_337_2,"assertNull(""Check Indexed Property is null"", bean.get(testProperty));",exception,0
bean_359_4,"assertNotNull(""stringArray is not null"", newValue);",exception,0
bean_72_1,"assertEquals(""Start value (foo)"", bean.getFoo(), ""This is foo"");","assertEquals(true, bean.equals(bean));",0
bean_417_4,"assertNotNull(""Check Indexed Property is not null"", dynaMap.get(testProperty));",exception,0
bean_424_1,"assertFalse(""Check Property is not indexed"", dynaMap.getDynaProperty(testProperty).isIndexed());",exception,0
bean_636_2,"assertFalse(""Target value='"" + value + ""'"", value.equals(testBean.getSimpleReadOnly()));",exception,0
bean_25_2,"assertNotNull(""No List Indexed Read Method"",  ((IndexedPropertyDescriptor)descriptor).getIndexedReadMethod());",exception,0
bean_82_3,"assertTrue(""bigDecimalProperty type"",bigDecimalProperty instanceof BigDecimal);",exception,0
bean_584_2,"assertTrue(""Expected NoSuchMethodException but returned '"" + result + ""'"", threwNoSuchMethodException);",exception,0
bean_561_1,assertNotNull(ctor);,exception.,0
bean_26_2,"assertNotNull(""No List Indexed Write Method"", ((IndexedPropertyDescriptor)descriptor).getIndexedWriteMethod());",exception,0
bean_710_1,"assertEquals(message[i] + "" to Double"",expected[i].doubleValue(),(converter.convert(Double.class,input[i])).doubleValue(),0.00001D);",exception,0
bean_203_2,"assertTrue(""stringArray of correct type"",newValue instanceof String[]);",exception,0
bean_374_5,"assertEquals((byte) 123, bean.getByteProperty());","assertEquals(123, bean.getByteProperty());",0
bean_227_6,"assertNotNull(""No write method for fluentGetProperty"",pd.getWriteMethod());",assertNull(pd.getWriteMethod());,0
bean_343_15,"assertEquals(""intArray length"", 3, intArray.length);",exception,0
bean_720_1,"assertEquals(""Default Locale "" + numbers[0], numbers[0], converter.convert(getExpectedType(), ""-0,012""));","assertEquals(true, converter.isUseLocaleFormat());",0
bean_88_6,"assertEquals(""Long.TYPE"",      new Long(4),         beanMap.getTypeTransformer(Long.TYPE).transform(""4""));",assertNotNull(beanMap);,0
bean_479_1,"assertEquals(""BEFORE"",  null,              ((Map<?,?>)bean.getListIndexed().get(0)).get(""FIRST-NEW-KEY""));",exception,0
bean_413_6,"assertEquals(""Check Mapped Property exists"", TreeMap.class, dynaMap.get(testProperty).getClass());",exception,0
bean_616_1,"assertEquals(""item1-modified"", beanUtils.getIndexedProperty(bean, ""someList"", 1));","assertEquals(""item1-modified"", beanUtils.getIndexedProperty(bean, ""someList[1]""));",0
bean_83_11,"assertTrue(""stringProperty type"",stringProperty instanceof String);",exception,0
bean_763_3,"assertEquals(""Positive Float.MIN_VALUE"", new Float(Float.MIN_VALUE), converter.convert(fmt.format(Float.MIN_VALUE)));","assertEquals(false, converter.isLocaleDependent());",0
bean_2_1,"assertEquals(""name is correct"", testProperty, dynaProperty.getName());","assertEquals(testProperty, dynaProperty.getName());",0
bean_751_1,"assertEquals(""Start thread gets right instance"", beanOne, ccll.get());",exception,0
bean_228_4,"assertNull(""Should not find mis-capitalized property"", props.get(""uRI""));",exception,0
bean_694_2,"assertEquals(""Value Test"", ""foo"", converter.convert(String.class, ""foo""));","assertEquals(""class java.lang.Class"", converter.toString());",0
bean_757_3,"assertEquals(""Integer Array Type"", Integer[].class, result.getClass());",assertNull(result);,0
bean_343_19,"assertNotNull(""stringArray present"", stringArray);",exception,0
bean_12_3,"assertFalse(""Property doesn't exist"", dynaClass.isDynaProperty(testProperty));","assertEquals(false, dynaClass.isDynaProperty(testProperty.getName()));",0
bean_322_10,"assertNotNull(""stringProperty exists"", stringProperty);",exception,0
bean_312_2,"assertFalse(""Wrong result (2)"", context.hasProperty(""other""));",exception,0
bean_83_6,"assertNotNull(""intProperty exists"", intProperty);",exception,0
bean_104_1,"assertSame(""Got different object"",value,utils.convert(value,getClass()));",exception,0
bean_620_1,"assertEquals(String.class, propertyUtils.getPropertyType(bean, ""someList[0]""));",exception,0
bean_415_1,"assertTrue(""Check MutableDynaClass is restricted"", dynaMap.isRestricted());","assertEquals(true, dynaMap.isRestricted());",0
bean_754_4,"assertEquals(""Character->String"", a, LocaleConvertUtils.convert(new Character('a')));",exception,0
bean_518_4,"assertEquals(""setNestedProperty on non-simple property failed"",""next value"",utilsBean.getNestedProperty(bean,""unusuallyNamedProperty""));",exception,0
bean_321_11,"assertEquals(""stringProperty value"",""This is a string"",(String)stringProperty);",exception,0
bean_55_1,"assertEquals(""Cannot invoke through interface(1)"",""ChildTwo"",MethodUtils.invokeMethod(parent,""testAddChild"",childTwo));",exception,0
bean_579_2,"assertFalse(""PropertyUtils.isWriteable(bean, \""mapped\"") returned true"", result);",exception,0
bean_735_1,"assertEquals(""Minimum"", new Integer(Integer.MIN_VALUE), converter.convert(clazz, min));",exception,0
bean_419_2,"assertNull(""Check Indexed Property is null"", dynaMap.get(testProperty));",exception,0
bean_90_5,"assertFalse(""isEmpty"", a);","assertEquals(true, a);",0
bean_324_5,"assertEquals(""Timestamp Meta Name"",       ""timestampProperty"",             metaData.getColumnName(timestampColIdx));","assertEquals(""timestamp"", resultSet.getColumnName(timestampColIdx));",0
bean_650_3,"assertTrue(""Class"", result.containsKey(""class""));","assertEquals(false, result.containsKey(""""));",0
bean_419_7,"assertEquals(""Check First Indexed Value is correct(a)"", testInteger1, dynaMap.get(testProperty, index));",exception,0
bean_322_9,"assertNull(""nullProperty null"", nullProperty);",exception,0
bean_771_6,"assertEquals(""New Second Value"", PropertyUtils.getProperty(bean, ""mappedProperty(Second Key)""));",exception,0
bean_41_1,"assertEquals(""modified-1"", bean.getStringList(1));","assertEquals(""modified-1"", bean.getStringList().get(1));",0
bean_290_2,"assertEquals(""java.util.Date[] --> String[] length"", 1, bean.getStringArray().length);",exception,0
bean_103_1,"assertEquals(""DateConverter M/d/yy"", expected, utils.convert(today, String.class));",exception,0
bean_9_1,"assertTrue(""MutableDynaClass is restricted"", dynaClass.isRestricted());","assertEquals(true, dynaClass.isRestricted());",0
bean_363_2,"assertEquals(""String --> java.util.Date"", testUtilDate, bean.getDateProperty());",exception,0
bean_661_1,"assertEquals(message[i] + "" to Long"",expected[i],converter.convert(Long.class,input[i]));",exception,0
bean_191_3,"assertTrue(""Property 'writeOnlyProperty' is not present"",!map.containsKey(""writeOnlyProperty""));",exception,0
bean_333_3,"assertNull(""Check Indexed value is null"", bean.get(testProperty, index));",exception,0
bean_625_2,"assertTrue(""PropertyUtils.isReadable(bean, \""mappedReadOnly\"") returned "" + result, result);",exception,0
bean_39_1,"assertEquals(""modified-1"", bean.getStringArray(1));",exception,0
bean_761_1,"assertEquals(""Convert Integer"", value, converter.convert(value));",assertNotNull(converter);,0
bean_649_6,"assertEquals(""X Value"", ""x-value"", result.get(""x""));",exception,0
bean_732_1,"assertEquals(""Wrong conversion result"", value.toString(), strVal);","assertEquals(""java.lang.Object"", strVal);",0
bean_422_3,"assertNull(""Check Indexed value is null"", dynaMap.get(testProperty, index));",exception,0
bean_102_1,assertTrue(value instanceof Boolean);,"assertEquals(""true"", ConvertUtils.convert(""true"", Boolean.TYPE));",0
bean_412_1,"assertNull(""Check Mapped Property doesn't exist"", a);",assertNull(a);,0
bean_88_1,"assertEquals(""Boolean.TYPE"",   Boolean.TRUE,        beanMap.getTypeTransformer(Boolean.TYPE).transform(""true""));",assertNotNull(beanMap);,0
bean_361_1,"assertEquals((byte) 123, bean.getByteProperty());",exception,0
bean_442_6,"assertNotNull(""Can retrieve directly"",bean.getMappedObjects(""nested.property""));",exception,0
bean_631_4,"assertEquals(""indexedWriteOnly"", testBean.getIndexedReadOnly(0), ""INDEXED-BAR"");",exception,0
bean_370_2,"assertEquals((long) 123, bean.getLongProperty());","assertEquals(123L, bean.getLongProperty());",0
bean_299_1,"assertNull(""pre-set check"", bean.get(BASIC_PROP1));",exception,0
bean_380_1,"assertEquals(123, bean.getDoubleProperty(), 0.005);","assertEquals(123.0, bean.getDoubleProperty(), 0.01D);",0
bean_310_2,"assertTrue(""Property not found: "" + PROP, names.contains(PROP));",exception,0
bean_373_9,"assertEquals(""value[3]"", 30, intArray[3]);",exception,0
bean_554_4,"assertEquals(""TEST"",((TestBean)obj).getStringProperty());",exception,0
bean_83_10,"assertNotNull(""stringProperty exists"", stringProperty);",exception,0
bean_691_1,"assertEquals(""Maximum"", new Float(Float.MAX_VALUE), converter.convert(clazz, max));",assertNotNull(tooBig);,0
bean_566_2,"assertTrue(""Object type is AlphaBean"", dynaBean.getInstance() instanceof AlphaBean);",exception,0
bean_12_2,"assertNotNull(""property is Not null"", dynaClass.getDynaProperty(testProperty));",exception,0
bean_96_21,"assertEquals(((Integer) value).intValue(), 0);",exception,0
bean_429_1,"assertNotNull(""invalidBoolean is a property"", pd);",exception,0
bean_337_3,"assertEquals(""Check Indexed Property exists"", objectArray.getClass(), dynaClass.getDynaProperty(testProperty).getType());",exception,0
bean_380_4,"assertEquals(123, bean.getDoubleProperty(), 0.005);","assertEquals(123.0, bean.getDoubleProperty(), 0.01D);",0
bean_557_4,"assertEquals(true,((TestBean)obj).isBooleanSecond());",exception,0
bean_300_2,"assertEquals(""post-set check"", ""value1"", bean.get(BASIC_PROP1));",exception,0
bean_83_12,"assertEquals(""stringProperty value"",""This is a string"",(String)stringProperty);",exception,0
bean_333_2,"assertNull(""Check Indexed Property is null"", bean.get(testProperty));",exception,0
bean_708_2,"assertEquals(message[i] + "" to null type"",expected[i],converter.convert(null,input[i]));",exception,0
bean_102_3,"assertNull(""Converter should be null"",ConvertUtils.lookup(Boolean.TYPE));",exception,0
bean_602_5,"assertEquals(""simple"", simplePojo.getJcrMixinTypes()[3]);",exception,0
bean_101_4,"assertEquals(""Standard conversion failed(2)"",((Boolean)value).booleanValue(),true);",exception,0
bean_97_1,"assertEquals(""intArray0"",null,ConvertUtils.convert(intArray0));",exception,0
bean_322_12,"assertEquals(""stringProperty value"",""This is a string"",(String)stringProperty);",exception,0
bean_642_2,"assertEquals(""PublicBeanWithMethod"", result);",exception,0
bean_101_12,"assertEquals(""Standard conversion failed(4)"",((Boolean)value).booleanValue(),true);",exception,0
bean_589_1,"assertEquals(""BaseX name value"", ((IX)bean).getName());",assertNull(bean.getName());,0
bean_714_2,"assertTrue(""Convert "" + message[i] + "" should return a "" + getExpectedType().getName(),getExpectedType().isInstance(val));",exception,0
bean_421_5,"assertEquals(""Check Array Components initialized"", LazyDynaBean.class, dynaMap.get(testProperty, index).getClass());",exception,0
bean_511_3,"assertEquals(""Cannot get simple index(1)"", ""Bean@1"", value.getName());","assertEquals(""org.apache.commons.beanutils.NestedTestBean"", nestedBean.getName());",0
bean_689_7,"assertFalse(""Obj2 class incorrect"", sharedClass.isInstance(obj2));",exception,0
bean_341_10,"assertNotNull(""dupProperty present"",",exception,0
bean_554_6,assertTrue(obj instanceof TestBean);,exception,0
bean_85_1,"assertEquals(map1.get(""someIntValue""), new Integer(0));",exception,0
bean_214_1,"assertNotNull(""No write method"", pd.getWriteMethod());",assertNull(pd.getWriteMethod());,0
bean_336_6,"assertEquals(""Check Indexed Property is correct type"", objectArray.getClass(), bean.get(testProperty).getClass());",exception,0
bean_707_4,"assertEquals(""result[1]"", ""value"", result[1]);",assertNull(result);,0
bean_292_3,"assertEquals(""java.util.Date[] --> String[] value "", testStringDate, value[0]);",exception,0
bean_100_54,"assertEquals(((Integer) value).intValue(), 1",exception,0
bean_322_7,"assertTrue(""intProperty type"",intProperty instanceof Integer);",exception,0
bean_759_3,"assertEquals(""Check Set Value"", 123, bean.getNested().getIntProperty());",exception,0
bean_10_1,"assertFalse(""returnNull is 'false'"", dynaClass.isReturnNull());",exception,0
bean_295_2,"assertEquals(""java.util.Date --> String"", testStringDate, bean.getStringProperty());",exception,0
bean_772_9,"assertEquals(""1-Read Write name"", ""setMappedProperty"", descriptor.getMappedWriteMethod().getName());","assertEquals(""org.apache.commons.beanutils.memoryleaktests.pojotests.SomeMappedPojo"", descriptor.getName());",0
bean_483_1,"assertEquals(""BEFORE"", ""klm"", ((List<?>)bean.getMapProperty().get(""mappedList"")).get(0));",exception,0
bean_639_1,"assertEquals(""Property not set"", value, bean.getFluentGetProperty());",exception,0
bean_213_6,"assertEquals(3, nested.getIntProperty());",exception,0
bean_661_3,"assertEquals(message[i] + "" to null type"",expected[i],converter.convert(null,input[i]));",exception,0
bean_37_3,"assertEquals(""Element "" + i + "" is different"", newArray[i], array[i]);","assertEquals(false, array.isEmpty());",0
bean_51_1,"assertEquals(""parent"", result);",exception,0
bean_715_4,"assertEquals(""Locale.GERMAN "" + numbers[3], ""[23,0]"", converter.convert(String.class, numbers[3]));","assertEquals(""[0,0.0];(0,0.0)"", converter.getPattern());",0
bean_772_1,"assertNotNull(""ClassLoader is null"", loader);",exception,0
bean_720_4,"assertEquals(""Locale.GERMAN "" + numbers[2], numbers[2], converter.convert(getExpectedType(), ""-0.022""));","assertEquals(true, converter.isUseLocaleFormat());",0
bean_342_3,"assertEquals(""byteProperty"",(byte)111,bean.getByteProperty());",exception,0
bean_615_1,"assertEquals(""item0"", a);",assertNull(bean.getProperty());,0
bean_524_2,"assertTrue(""Got no descriptors"", desc.length > 0);",exception,0
bean_735_2,"assertEquals(""Maximum"", new Integer(Integer.MAX_VALUE), converter.convert(clazz, max));",exception,0
bean_79_3,"assertEquals(""Property "" + columns[i],columns[i],dynaProps[i].getName());",exception,0
bean_189_13,"assertEquals(""dup",exception,0
bean_304_1,"assertSame(""Wrong array"", array, list.toArray(array));",assertNotNull(list.toArray());,0
bean_100_1,assertTrue(value instanceof Boolean);,assertNull(value);,0
bean_697_1,"assertEquals(""Invalid Test"", null, converter.convert(Class.class, new Integer(6)));","assertEquals(false, converter.supportsClass(String.class));",0
bean_387_1,"assertEquals(""New value"", bean.getWriteOnlyPropertyValue());",exception,0
bean_652_2,"assertEquals(methodName, returned.getName());","assertEquals(""org.apache.commons.beanutils.MethodUtils$TestServiceBean"", returned.getName());",0
bean_330_7,"assertEquals(""Check Mapped Bean Value is correct"", testString1, bean.get(testProperty, testKey));",exception,0
bean_757_4,"assertEquals(""Integer Array Length"", 1, ((Integer[])result).length);",assertNull(result);,0
bean_209_3,"assertEquals((int) 123, ((Integer) bean.get(""intProperty"")).intValue());","assertEquals(123L, bean.getLongProperty());",0
bean_478_3,"assertEquals(""AFTER"", ""SECOND-4-UPDATED"", ((List<?>)bean.getListIndexed().get(1)).get(3));","assertEquals(""SECOND-4-UPDATED"", secondArray[3]);",0
bean_45_1_1,assertNotNull(method0);,exception,0
bean_10_3,"assertEquals(""type is correct"", Object.class, dynaProperty.getType());",exception,0
