id,test_prefix,test_name,focal_method,docstring
bean_15_1,"    public void testRemovePropertyDoesntExist_1_oe() {
        boolean a = dynaClass.isDynaProperty(testProperty);
        assertEquals(false, a);
    }",LazyDynaClassTestCase::testRemovePropertyDoesntExist_1_oe,"protected boolean isDynaProperty(final String name) {

        if (name == null) {
            throw new IllegalArgumentException(""No property name specified"");
        }

        // Handle LazyDynaClasses
        if (dynaClass instanceof LazyDynaClass) {
            return ((LazyDynaClass)dynaClass).isDynaProperty(name);
        }

        // Handle other MutableDynaClass
        return dynaClass.getDynaProperty(name) == null ? false : true;

    }","/**
     * Indicates if there is a property with the specified name.
     * @param name The name of the property to check
     * @return <code>true</code> if there is a property of the
     * specified name, otherwise <code>false</code>
     */"
bean_19_1,"    @Test
    public void testArrayReadMethod_1_oe() throws Exception {
        final PropertyDescriptor descriptor =
             (PropertyDescriptor)propertyUtilsBean.getPropertyDescriptor(bean, ""stringArray"");
        assertNull(descriptor.getReadMethod());
    }",IndexedPropertyTestCase::testArrayReadMethod_1_oe,"public Method getReadMethod(final String name) {
        return readMethods.get(name);
    }","/**
     * Returns the accessor for the property with the given name.
     *
     * @param name  the name of the property
     * @return the accessor method for the property, or null
     */"
bean_20_1,"    @Test
    public void testArrayWriteMethod_1_oe() throws Exception {
        final PropertyDescriptor descriptor =
             (PropertyDescriptor)propertyUtilsBean.getPropertyDescriptor(bean, ""stringArray"");
        assertNull(descriptor.getWriteMethod());
    }",IndexedPropertyTestCase::testArrayWriteMethod_1_oe,"public Method getWriteMethod(final String name) {
        return writeMethods.get(name);
    }","/**
     * Returns the mutator for the property with the given name.
     *
     * @param name  the name of the property
     * @return the mutator method for the property, or null
     */"
bean_23_1,"    @Test
    public void testListReadMethod_1_oe() throws Exception {
        final PropertyDescriptor descriptor =
             (PropertyDescriptor)propertyUtilsBean.getPropertyDescriptor(bean, ""stringList"");
        assertNull(descriptor.getReadMethod());
    }",IndexedPropertyTestCase::testListReadMethod_1_oe,"public Method getReadMethod(final String name) {
        return readMethods.get(name);
    }","/**
     * Returns the accessor for the property with the given name.
     *
     * @param name  the name of the property
     * @return the accessor method for the property, or null
     */"
bean_24_1,"    @Test
    public void testListWriteMethod_1_oe() throws Exception {
        final PropertyDescriptor descriptor =
             (PropertyDescriptor)propertyUtilsBean.getPropertyDescriptor(bean, ""stringList"");
        assertNull(descriptor.getWriteMethod());
    }",IndexedPropertyTestCase::testListWriteMethod_1_oe,"public Method getWriteMethod(final String name) {
        return writeMethods.get(name);
    }","/**
     * Returns the mutator for the property with the given name.
     *
     * @param name  the name of the property
     * @return the mutator method for the property, or null
     */"
bean_27_1,"    @Test
    public void testArrayListReadMethod_1_oe() throws Exception {
        final PropertyDescriptor descriptor =
             (PropertyDescriptor)propertyUtilsBean.getPropertyDescriptor(bean, ""arrayList"");
        assertNull(descriptor.getReadMethod());
    }",IndexedPropertyTestCase::testArrayListReadMethod_1_oe,"public Method getReadMethod(final String name) {
        return readMethods.get(name);
    }","/**
     * Returns the accessor for the property with the given name.
     *
     * @param name  the name of the property
     * @return the accessor method for the property, or null
     */"
bean_28_1,"    @Test
    public void testArrayListWriteMethod_1_oe() throws Exception {
        final PropertyDescriptor descriptor =
             propertyUtilsBean.getPropertyDescriptor(bean, ""arrayList"");
        assertNull(descriptor.getWriteMethod());
    }",IndexedPropertyTestCase::testArrayListWriteMethod_1_oe,"public Method getWriteMethod(final String name) {
        return writeMethods.get(name);
    }","/**
     * Returns the mutator for the property with the given name.
     *
     * @param name  the name of the property
     * @return the mutator method for the property, or null
     */"
bean_29_1,"    @Test
    public void testGetArray_1_oe() throws Exception {
        Object a = testArray;
        assertNull(beanComparator.getProperty());
    }",IndexedPropertyTestCase::testGetArray_1_oe,"public String getProperty() {
        return property;
    }","/**
     * Gets the property attribute of the BeanComparator
     *
     * @return String method name to call to compare.
     * A null value indicates that the actual objects will be compared
     */"
bean_30_1,"    @Test
    public void testGetArrayAsString_1_oe() throws Exception {
        Object a = beanUtilsBean.getProperty(bean,""stringArray"");
        assertNull(beanUtilsBean.getProperty());
    }",IndexedPropertyTestCase::testGetArrayAsString_1_oe,"public String getProperty() {
        return property;
    }","/**
     * Gets the property attribute of the BeanComparator
     *
     * @return String method name to call to compare.
     * A null value indicates that the actual objects will be compared
     */"
bean_31_1,"    @Test
    public void testGetArrayItemA_1_oe() throws Exception {
        Object a = beanUtilsBean.getProperty(bean,""stringArray[1]"");
        assertNull(beanUtilsBean.getProperty());
    }",IndexedPropertyTestCase::testGetArrayItemA_1_oe,"public String getProperty() {
        return property;
    }","/**
     * Gets the property attribute of the BeanComparator
     *
     * @return String method name to call to compare.
     * A null value indicates that the actual objects will be compared
     */"
bean_32_1,"    @Test
    public void testGetArrayItemB_1_oe() throws Exception {
        Object a = beanUtilsBean.getIndexedProperty(bean,""stringArray"",1);
        assertNull(a);
    }",IndexedPropertyTestCase::testGetArrayItemB_1_oe,"public static String getIndexedProperty(final Object bean, final String name)
            throws IllegalAccessException, InvocationTargetException,
            NoSuchMethodException {

        return BeanUtilsBean.getInstance().getIndexedProperty(bean, name);

    }","/**
     * <p>Return the value of the specified indexed property of the specified
     * bean, as a String.</p>
     *
     * <p>For more details see <code>BeanUtilsBean</code>.</p>
     *
     * @param bean Bean whose property is to be extracted
     * @param name <code>propertyname[index]</code> of the property value
     *  to be extracted
     * @return The indexed property's value, converted to a String
     *
     * @throws IllegalAccessException if the caller does not have
     *  access to the property accessor method
     * @throws InvocationTargetException if the property accessor method
     *  throws an exception
     * @throws NoSuchMethodException if an accessor method for this
     *  property cannot be found
     * @see BeanUtilsBean#getIndexedProperty(Object, String)
     */"
bean_33_1,"    @Test
    public void testGetList_1_oe() throws Exception {
        Object a = testList;
        assertNull(bean.getProperty());
    }",IndexedPropertyTestCase::testGetList_1_oe,"public String getProperty() {
        return property;
    }","/**
     * Gets the property attribute of the BeanComparator
     *
     * @return String method name to call to compare.
     * A null value indicates that the actual objects will be compared
     */"
bean_34_1,"    @Test
    public void testGetListAsString_1_oe() throws Exception {
        Object a = beanUtilsBean.getProperty(bean,""stringList"");
        assertNull(beanUtilsBean.getProperty());
    }",IndexedPropertyTestCase::testGetListAsString_1_oe,"public String getProperty() {
        return property;
    }","/**
     * Gets the property attribute of the BeanComparator
     *
     * @return String method name to call to compare.
     * A null value indicates that the actual objects will be compared
     */"
bean_35_1,"    @Test
    public void testGetListItemA_1_oe() throws Exception {
        Object a = beanUtilsBean.getProperty(bean,""stringList[1]"");
        assertNull(beanUtilsBean.getProperty());
    }",IndexedPropertyTestCase::testGetListItemA_1_oe,"public String getProperty() {
        return property;
    }","/**
     * Gets the property attribute of the BeanComparator
     *
     * @return String method name to call to compare.
     * A null value indicates that the actual objects will be compared
     */"
bean_36_1,"    @Test
    public void testGetListItemB_1_oe() throws Exception {
        Object a = beanUtilsBean.getIndexedProperty(bean,""stringList"",1);
        assertNull(a);
    }",IndexedPropertyTestCase::testGetListItemB_1_oe,"public static String getIndexedProperty(final Object bean, final String name)
            throws IllegalAccessException, InvocationTargetException,
            NoSuchMethodException {

        return BeanUtilsBean.getInstance().getIndexedProperty(bean, name);

    }","/**
     * <p>Return the value of the specified indexed property of the specified
     * bean, as a String.</p>
     *
     * <p>For more details see <code>BeanUtilsBean</code>.</p>
     *
     * @param bean Bean whose property is to be extracted
     * @param name <code>propertyname[index]</code> of the property value
     *  to be extracted
     * @return The indexed property's value, converted to a String
     *
     * @throws IllegalAccessException if the caller does not have
     *  access to the property accessor method
     * @throws InvocationTargetException if the property accessor method
     *  throws an exception
     * @throws NoSuchMethodException if an accessor method for this
     *  property cannot be found
     * @see BeanUtilsBean#getIndexedProperty(Object, String)
     */"
bean_37_1,"    @Test
    public void testSetArray_1_oe() throws Exception {
        beanUtilsBean.setProperty(bean, ""stringArray"", newArray);
        final Object value = bean.getStringArray();
        assertNull(value);
    }",IndexedPropertyTestCase::testSetArray_1_oe,"public void setProperty( final String property ) {
        this.property = property;
    }","/**
     * Sets the method to be called to compare two JavaBeans
     *
     * @param property String method name to call to compare
     * If the property passed in is null then the actual objects will be compared
     */"
bean_37_2,"    @Test
    public void testSetArray_2_oe() throws Exception {
        beanUtilsBean.setProperty(bean, ""stringArray"", newArray);
        final Object value = bean.getStringArray();
        final String[] array = (String[])value;
        assertNotNull(array);
    }",IndexedPropertyTestCase::testSetArray_2_oe,"public void setProperty( final String property ) {
        this.property = property;
    }","/**
     * Sets the method to be called to compare two JavaBeans
     *
     * @param property String method name to call to compare
     * If the property passed in is null then the actual objects will be compared
     */"
bean_37_3,"    @Test
    public void testSetArray_3_oe() throws Exception {
        beanUtilsBean.setProperty(bean, ""stringArray"", newArray);
        final Object value = bean.getStringArray();
        final String[] array = (String[])value;
        for (int i = 0; i < array.length; i++) {
            assertEquals(false, array.isEmpty());
    }
    }",IndexedPropertyTestCase::testSetArray_3_oe,"public void setProperty( final String property ) {
        this.property = property;
    }","/**
     * Sets the method to be called to compare two JavaBeans
     *
     * @param property String method name to call to compare
     * If the property passed in is null then the actual objects will be compared
     */"
bean_38_1,"    @Test
    public void testSetArrayItemA_1_oe() throws Exception {
        beanUtilsBean.setProperty(bean, ""stringArray[1]"", ""modified-1"");
        assertEquals(""modified-1"", bean.getStringArray()[1]);
    }",IndexedPropertyTestCase::testSetArrayItemA_1_oe,"public void setProperty( final String property ) {
        this.property = property;
    }","/**
     * Sets the method to be called to compare two JavaBeans
     *
     * @param property String method name to call to compare
     * If the property passed in is null then the actual objects will be compared
     */"
bean_40_1,"    @Test
    public void testSetList_1_oe() throws Exception {
        beanUtilsBean.setProperty(bean, ""stringList"", newList);
        final Object value = bean.getStringList();
        assertEquals(false, value.isEmpty());
    }",IndexedPropertyTestCase::testSetList_1_oe,"public void setProperty( final String property ) {
        this.property = property;
    }","/**
     * Sets the method to be called to compare two JavaBeans
     *
     * @param property String method name to call to compare
     * If the property passed in is null then the actual objects will be compared
     */"
bean_40_2,"    @Test
    public void testSetList_2_oe() throws Exception {
        beanUtilsBean.setProperty(bean, ""stringList"", newList);
        final Object value = bean.getStringList();
        final List<?> list  = (List<?>)value;
        assertEquals(0, bean.size());
    }",IndexedPropertyTestCase::testSetList_2_oe,"public int size(final String name) {

        if (name == null) {
            throw new IllegalArgumentException(""No property name specified"");
        }

        final Object value = values.get(name);
        if (value == null) {
            return 0;
        }

        if (value instanceof Map) {
            return ((Map<?, ?>)value).size();
        }

        if (value instanceof List) {
            return ((List<?>)value).size();
        }

        if ((value.getClass().isArray())) {
            return Array.getLength(value);
        }

        return 0;

    }","/**
     * <p>Return the size of an indexed or mapped property.</p>
     *
     * @param name Name of the property
     * @return The indexed or mapped property size
     * @throws IllegalArgumentException if no property name is specified
     */"
bean_41_1,"    @Test
    public void testSetListItemA_1_oe() throws Exception {
        beanUtilsBean.setProperty(bean, ""stringList[1]"", ""modified-1"");
        assertEquals(""modified-1"", bean.getStringList().get(1));
    }",IndexedPropertyTestCase::testSetListItemA_1_oe,"public void setProperty( final String property ) {
        this.property = property;
    }","/**
     * Sets the method to be called to compare two JavaBeans
     *
     * @param property String method name to call to compare
     * If the property passed in is null then the actual objects will be compared
     */"
bean_43_1,"    @Test
    public void testGetArrayList_1_oe() throws Exception {
        Object a = arrayList;
        assertNull(beanComparator.getProperty());
    }",IndexedPropertyTestCase::testGetArrayList_1_oe,"public String getProperty() {
        return property;
    }","/**
     * Gets the property attribute of the BeanComparator
     *
     * @return String method name to call to compare.
     * A null value indicates that the actual objects will be compared
     */"
bean_44_1,"    @Test
    public void testSetArrayList_1_oe() throws Exception {
        beanUtilsBean.setProperty(bean, ""arrayList"", newList);
        final Object value = bean.getArrayList();
        assertNull(value);
    }",IndexedPropertyTestCase::testSetArrayList_1_oe,"public void setProperty( final String property ) {
        this.property = property;
    }","/**
     * Sets the method to be called to compare two JavaBeans
     *
     * @param property String method name to call to compare
     * If the property passed in is null then the actual objects will be compared
     */"
bean_44_2,"    @Test
    public void testSetArrayList_2_oe() throws Exception {
        beanUtilsBean.setProperty(bean, ""arrayList"", newList);
        final Object value = bean.getArrayList();
        final List<?> list  = (List<?>)value;
        assertEquals(0, bean.size());
    }",IndexedPropertyTestCase::testSetArrayList_2_oe,"public int size(final String name) {

        if (name == null) {
            throw new IllegalArgumentException(""No property name specified"");
        }

        final Object value = values.get(name);
        if (value == null) {
            return 0;
        }

        if (value instanceof Map) {
            return ((Map<?, ?>)value).size();
        }

        if (value instanceof List) {
            return ((List<?>)value).size();
        }

        if ((value.getClass().isArray())) {
            return Array.getLength(value);
        }

        return 0;

    }","/**
     * <p>Return the size of an indexed or mapped property.</p>
     *
     * @param name Name of the property
     * @return The indexed or mapped property size
     * @throws IllegalArgumentException if no property name is specified
     */"
bean_48_1,"    public void testInvokeExactMethod_1_oe() throws Exception {
            final TestBean bean = new TestBean();
            final Object ret = MethodUtils.invokeExactMethod(bean, ""setStringProperty"", ""TEST"");

            assertNull(ret);
    }",MethodUtilsTestCase::testInvokeExactMethod_1_oe,"public static Object invokeExactMethod(
            final Object object,
            final String methodName,
            final Object arg)
            throws
            NoSuchMethodException,
            IllegalAccessException,
            InvocationTargetException {

        final Object[] args = toArray(arg);
        return invokeExactMethod(object, methodName, args);
    }","/**
     * <p>Invoke a method whose parameter type matches exactly the object
     * type.</p>
     *
     * <p> This is a convenient wrapper for
     * {@link #invokeExactMethod(Object object,String methodName,Object [] args)}.
     * </p>
     *
     * @param object invoke method on this object
     * @param methodName get method with this name
     * @param arg use this argument. May be null (this will result in calling the
     *  parameterless method with name {@code methodName}).
     * @return The value returned by the invoked method
     *
     * @throws NoSuchMethodException if there is no such accessible method
     * @throws InvocationTargetException wraps an exception thrown by the
     *  method invoked
     * @throws IllegalAccessException if the requested method is not accessible
     *  via reflection
     */"
bean_48_2,"    public void testInvokeExactMethod_2_oe() throws Exception {
            final TestBean bean = new TestBean();
            final Object ret = MethodUtils.invokeExactMethod(bean, ""setStringProperty"", ""TEST"");

            assertNull(ret);
    }",MethodUtilsTestCase::testInvokeExactMethod_2_oe,"public static Object invokeExactMethod(
            final Object object,
            final String methodName,
            final Object arg)
            throws
            NoSuchMethodException,
            IllegalAccessException,
            InvocationTargetException {

        final Object[] args = toArray(arg);
        return invokeExactMethod(object, methodName, args);
    }","/**
     * <p>Invoke a method whose parameter type matches exactly the object
     * type.</p>
     *
     * <p> This is a convenient wrapper for
     * {@link #invokeExactMethod(Object object,String methodName,Object [] args)}.
     * </p>
     *
     * @param object invoke method on this object
     * @param methodName get method with this name
     * @param arg use this argument. May be null (this will result in calling the
     *  parameterless method with name {@code methodName}).
     * @return The value returned by the invoked method
     *
     * @throws NoSuchMethodException if there is no such accessible method
     * @throws InvocationTargetException wraps an exception thrown by the
     *  method invoked
     * @throws IllegalAccessException if the requested method is not accessible
     *  via reflection
     */"
bean_72_1,"    public void testPublicSub_1_oe() throws Exception {
        final PublicSubBean bean = new PublicSubBean();
        assertEquals(true, bean.equals(bean));
    }",MethodUtilsTestCase::testPublicSub_1_oe,,
bean_72_2,"    public void testPublicSub_2_oe() throws Exception {
        final PublicSubBean bean = new PublicSubBean();
        assertEquals(true, bean.equals(bean));
    }",MethodUtilsTestCase::testPublicSub_2_oe,,
bean_72_3,"    public void testPublicSub_3_oe() throws Exception {
        final PublicSubBean bean = new PublicSubBean();
        bean.setFoo(""new foo"");
        bean.setBar(""new bar"");
        assertEquals(""new bar"", bean.getBar());
    }",MethodUtilsTestCase::testPublicSub_3_oe,,
bean_72_4,"    public void testPublicSub_4_oe() throws Exception {
        final PublicSubBean bean = new PublicSubBean();
        bean.setFoo(""new foo"");
        bean.setBar(""new bar"");
        assertEquals(""new foo"", bean.getFoo());
    }",MethodUtilsTestCase::testPublicSub_4_oe,,
bean_72_10,"    public void testPublicSub_10_oe() throws Exception {
        final PublicSubBean bean = new PublicSubBean();
        bean.setFoo(""new foo"");
        bean.setBar(""new bar"");

        MethodUtils.invokeMethod(bean, ""setFoo"", ""alpha"");
        MethodUtils.invokeMethod(bean, ""setBar"", ""beta"");

        Method method = null;
        try {
            method = MethodUtils.getAccessibleMethod(PublicSubBean.class, ""setFoo"", String.class);
        } catch (final Throwable t) {
        }
        try {
            method.invoke(bean, new Object[] {""1111""});
        } catch (final Throwable t) {
        }
        assertEquals(""new foo"", bean.getFoo());
    }",MethodUtilsTestCase::testPublicSub_10_oe,"public static Method getAccessibleMethod(
            final Class<?> clazz,
            final String methodName,
            final Class<?> parameterType) {

        final Class<?>[] parameterTypes = {parameterType};
        return getAccessibleMethod(clazz, methodName, parameterTypes);
    }","/**
     * <p>Return an accessible method (that is, one that can be invoked via
     * reflection) with given name and a single parameter.  If no such method
     * can be found, return <code>null</code>.
     * Basically, a convenience wrapper that constructs a <code>Class</code>
     * array for you.</p>
     *
     * @param clazz get method from this class
     * @param methodName get method with this name
     * @param parameterType taking this type of parameter
     * @return The accessible method
     */"
bean_72_12,"    public void testPublicSub_12_oe() throws Exception {
        final PublicSubBean bean = new PublicSubBean();
        bean.setFoo(""new foo"");
        bean.setBar(""new bar"");

        MethodUtils.invokeMethod(bean, ""setFoo"", ""alpha"");
        MethodUtils.invokeMethod(bean, ""setBar"", ""beta"");

        Method method = null;
        try {
            method = MethodUtils.getAccessibleMethod(PublicSubBean.class, ""setFoo"", String.class);
        } catch (final Throwable t) {
        }
        try {
            method.invoke(bean, new Object[] {""1111""});
        } catch (final Throwable t) {
        }

        try {
            method = MethodUtils.getAccessibleMethod(PublicSubBean.class, ""setBar"", String.class);
        } catch (final Throwable t) {
        }
        assertEquals(""new foo"", bean.getFoo());
    }",MethodUtilsTestCase::testPublicSub_12_oe,"public static Method getAccessibleMethod(
            final Class<?> clazz,
            final String methodName,
            final Class<?> parameterType) {

        final Class<?>[] parameterTypes = {parameterType};
        return getAccessibleMethod(clazz, methodName, parameterTypes);
    }","/**
     * <p>Return an accessible method (that is, one that can be invoked via
     * reflection) with given name and a single parameter.  If no such method
     * can be found, return <code>null</code>.
     * Basically, a convenience wrapper that constructs a <code>Class</code>
     * array for you.</p>
     *
     * @param clazz get method from this class
     * @param methodName get method with this name
     * @param parameterType taking this type of parameter
     * @return The accessible method
     */"
bean_72_14,"    public void testPublicSub_14_oe() throws Exception {
        final PublicSubBean bean = new PublicSubBean();
        bean.setFoo(""new foo"");
        bean.setBar(""new bar"");

        MethodUtils.invokeMethod(bean, ""setFoo"", ""alpha"");
        MethodUtils.invokeMethod(bean, ""setBar"", ""beta"");

        Method method = null;
        try {
            method = MethodUtils.getAccessibleMethod(PublicSubBean.class, ""setFoo"", String.class);
        } catch (final Throwable t) {
        }
        try {
            method.invoke(bean, new Object[] {""1111""});
        } catch (final Throwable t) {
        }

        try {
            method = MethodUtils.getAccessibleMethod(PublicSubBean.class, ""setBar"", String.class);
        } catch (final Throwable t) {
        }
        try {
            method.invoke(bean, new Object[] {""2222""});
        } catch (final Throwable t) {
        }
        assertEquals(""new foo"", bean.getFoo());
    }",MethodUtilsTestCase::testPublicSub_14_oe,"public static Method getAccessibleMethod(
            final Class<?> clazz,
            final String methodName,
            final Class<?> parameterType) {

        final Class<?>[] parameterTypes = {parameterType};
        return getAccessibleMethod(clazz, methodName, parameterTypes);
    }","/**
     * <p>Return an accessible method (that is, one that can be invoked via
     * reflection) with given name and a single parameter.  If no such method
     * can be found, return <code>null</code>.
     * Basically, a convenience wrapper that constructs a <code>Class</code>
     * array for you.</p>
     *
     * @param clazz get method from this class
     * @param methodName get method with this name
     * @param parameterType taking this type of parameter
     * @return The accessible method
     */"
bean_74_1,"    public void testClearCache_1_oe() throws Exception {
        MethodUtils.clearCache(); // make sure it starts empty
        final PublicSubBean bean = new PublicSubBean();
        MethodUtils.invokeMethod(bean, ""setFoo"", ""alpha"");
        assertEquals(0, MethodUtils.clearCache());
    }",MethodUtilsTestCase::testClearCache_1_oe,"public static synchronized int clearCache() {
        final int size = cache.size();
        cache.clear();
        return size;
    }","/**
     * Clear the method cache.
     * @return the number of cached methods cleared
     * @since 1.8.0
     */"
bean_75_1,"    public void testSetCacheMethods_1_oe() throws Exception {
        MethodUtils.setCacheMethods(true);
        MethodUtils.clearCache(); // make sure it starts empty

        final PublicSubBean bean = new PublicSubBean();
        MethodUtils.invokeMethod(bean, ""setFoo"", ""alpha"");
        assertEquals(0, MethodUtils.clearCache());
    }",MethodUtilsTestCase::testSetCacheMethods_1_oe,"public static synchronized int clearCache() {
        final int size = cache.size();
        cache.clear();
        return size;
    }","/**
     * Clear the method cache.
     * @return the number of cached methods cleared
     * @since 1.8.0
     */"
bean_76_1,"    public void testNoCaching_1_oe() throws Exception {
        MethodUtils.setCacheMethods(false);

        final PublicSubBean bean = new PublicSubBean();
        MethodUtils.invokeMethod(bean, ""setFoo"", ""alpha"");
        assertEquals(0, MethodUtils.clearCache());
    }",MethodUtilsTestCase::testNoCaching_1_oe,"public static synchronized int clearCache() {
        final int size = cache.size();
        cache.clear();
        return size;
    }","/**
     * Clear the method cache.
     * @return the number of cached methods cleared
     * @since 1.8.0
     */"
bean_78_4,"    public void testGetDynaProperty_4_oe() {

        try {
            dynaClass.getDynaProperty(null);
        } catch (final IllegalArgumentException e) {
        }

        DynaProperty dynaProp = dynaClass.getDynaProperty(""unknownProperty"");

        dynaProp = dynaClass.getDynaProperty(""stringproperty"");
        assertEquals(""stringproperty"", dynaProp.getName());
    }",DynaResultSetTestCase::testGetDynaProperty_4_oe,"public String getName() {
        return (this.name);
    }","/**
     * Get the name of this property.
     * @return the name of the property
     */"
bean_79_1,"    public void testGetDynaProperties_1_oe() {

        final DynaProperty dynaProps[] = dynaClass.getDynaProperties();
        assertNotNull(dynaProps);
    }",DynaResultSetTestCase::testGetDynaProperties_1_oe,"public DynaProperty[] getDynaProperties() {

        return (properties);

    }","/**
     * <p>Return an array of <code>ProperyDescriptors</code> for the properties
     * currently defined in this DynaClass.  If no properties are defined, a
     * zero-length array will be returned.</p>
     *
     * <p><strong>FIXME</strong> - Should we really be implementing
     * <code>getBeanInfo()</code> instead, which returns property descriptors
     * and a bunch of other stuff?</p>
     *
     * @return the set of properties for this DynaClass
     */"
