id,test_prefix,test_name,mut_class,method_under_test,mut_docstring,mut_method_definition
jexl_7_6,"    @Test
    public void test275a_6_oe() throws Exception {
        final JexlEngine jexl = new JexlBuilder().strict(true).safe(false).create();
        final JexlContext ctxt = new MapContext();
        JexlScript script;
        Object result = null;
        final Prompt p0 = new Prompt();
        p0.set(""stuff"", 42);
        ctxt.set(""$in"", p0);

        script = jexl.createScript(""$in[p].intValue()"", ""p"");
        try {
            result = script.execute(ctxt, ""fail"");
        } catch (final JexlException xany) {
        }
        result = script.execute(ctxt, ""stuff"");

        script = jexl.createScript(""$in[p]?.intValue()"", ""p"");
        result = script.execute(ctxt, ""fail"");
        result = script.execute(ctxt, ""stuff"");
        Assert.assertEquals(42, result);
    }",PropertyAccessTest::test275a_6_oe,org.apache.commons.jexl3.JexlScript,execute(JexlContext context),"/**
     * Executes the script with the variables contained in the
     * supplied {@link JexlContext}.
     *
     * @param context A JexlContext containing variables.
     * @return The result of this script, usually the result of
     *         the last statement.
     */",Object execute(JexlContext context);
jexl_7_8,"    @Test
    public void test275a_8_oe() throws Exception {
        final JexlEngine jexl = new JexlBuilder().strict(true).safe(false).create();
        final JexlContext ctxt = new MapContext();
        JexlScript script;
        Object result = null;
        final Prompt p0 = new Prompt();
        p0.set(""stuff"", 42);
        ctxt.set(""$in"", p0);

        script = jexl.createScript(""$in[p].intValue()"", ""p"");
        try {
            result = script.execute(ctxt, ""fail"");
        } catch (final JexlException xany) {
        }
        result = script.execute(ctxt, ""stuff"");

        script = jexl.createScript(""$in[p]?.intValue()"", ""p"");
        result = script.execute(ctxt, ""fail"");
        result = script.execute(ctxt, ""stuff"");

        script = jexl.createScript(""$in.`${p}`.intValue()"", ""p"");
        try {
            result = script.execute(ctxt, ""fail"");
        } catch (final JexlException xany) {
            Assert.assertEquals(JexlException.Property.class, xany.getClass());
    }
    }",PropertyAccessTest::test275a_8_oe,org.apache.commons.jexl3.JexlScript,execute(JexlContext context),"/**
     * Executes the script with the variables contained in the
     * supplied {@link JexlContext}.
     *
     * @param context A JexlContext containing variables.
     * @return The result of this script, usually the result of
     *         the last statement.
     */",Object execute(JexlContext context);
jexl_7_9,"    @Test
    public void test275a_9_oe() throws Exception {
        final JexlEngine jexl = new JexlBuilder().strict(true).safe(false).create();
        final JexlContext ctxt = new MapContext();
        JexlScript script;
        Object result = null;
        final Prompt p0 = new Prompt();
        p0.set(""stuff"", 42);
        ctxt.set(""$in"", p0);

        script = jexl.createScript(""$in[p].intValue()"", ""p"");
        try {
            result = script.execute(ctxt, ""fail"");
        } catch (final JexlException xany) {
        }
        result = script.execute(ctxt, ""stuff"");

        script = jexl.createScript(""$in[p]?.intValue()"", ""p"");
        result = script.execute(ctxt, ""fail"");
        result = script.execute(ctxt, ""stuff"");

        script = jexl.createScript(""$in.`${p}`.intValue()"", ""p"");
        try {
            result = script.execute(ctxt, ""fail"");
        } catch (final JexlException xany) {
        }
        result = script.execute(ctxt, ""stuff"");
        Assert.assertEquals(42, result);
    }",PropertyAccessTest::test275a_9_oe,org.apache.commons.jexl3.JexlScript,execute(JexlContext context),"/**
     * Executes the script with the variables contained in the
     * supplied {@link JexlContext}.
     *
     * @param context A JexlContext containing variables.
     * @return The result of this script, usually the result of
     *         the last statement.
     */",Object execute(JexlContext context);
jexl_7_10,"    @Test
    public void test275a_10_oe() throws Exception {
        final JexlEngine jexl = new JexlBuilder().strict(true).safe(false).create();
        final JexlContext ctxt = new MapContext();
        JexlScript script;
        Object result = null;
        final Prompt p0 = new Prompt();
        p0.set(""stuff"", 42);
        ctxt.set(""$in"", p0);

        script = jexl.createScript(""$in[p].intValue()"", ""p"");
        try {
            result = script.execute(ctxt, ""fail"");
        } catch (final JexlException xany) {
        }
        result = script.execute(ctxt, ""stuff"");

        script = jexl.createScript(""$in[p]?.intValue()"", ""p"");
        result = script.execute(ctxt, ""fail"");
        result = script.execute(ctxt, ""stuff"");

        script = jexl.createScript(""$in.`${p}`.intValue()"", ""p"");
        try {
            result = script.execute(ctxt, ""fail"");
        } catch (final JexlException xany) {
        }
        result = script.execute(ctxt, ""stuff"");

        script = jexl.createScript(""$in.`${p}`?.intValue()"", ""p"");
        result = script.execute(ctxt, ""fail"");
        Assert.assertNull(result);
    }",PropertyAccessTest::test275a_10_oe,org.apache.commons.jexl3.JexlScript,execute(JexlContext context),"/**
     * Executes the script with the variables contained in the
     * supplied {@link JexlContext}.
     *
     * @param context A JexlContext containing variables.
     * @return The result of this script, usually the result of
     *         the last statement.
     */",Object execute(JexlContext context);
jexl_7_11,"    @Test
    public void test275a_11_oe() throws Exception {
        final JexlEngine jexl = new JexlBuilder().strict(true).safe(false).create();
        final JexlContext ctxt = new MapContext();
        JexlScript script;
        Object result = null;
        final Prompt p0 = new Prompt();
        p0.set(""stuff"", 42);
        ctxt.set(""$in"", p0);

        script = jexl.createScript(""$in[p].intValue()"", ""p"");
        try {
            result = script.execute(ctxt, ""fail"");
        } catch (final JexlException xany) {
        }
        result = script.execute(ctxt, ""stuff"");

        script = jexl.createScript(""$in[p]?.intValue()"", ""p"");
        result = script.execute(ctxt, ""fail"");
        result = script.execute(ctxt, ""stuff"");

        script = jexl.createScript(""$in.`${p}`.intValue()"", ""p"");
        try {
            result = script.execute(ctxt, ""fail"");
        } catch (final JexlException xany) {
        }
        result = script.execute(ctxt, ""stuff"");

        script = jexl.createScript(""$in.`${p}`?.intValue()"", ""p"");
        result = script.execute(ctxt, ""fail"");
        result = script.execute(ctxt, ""stuff"");
        Assert.assertEquals(42, result);
    }",PropertyAccessTest::test275a_11_oe,org.apache.commons.jexl3.JexlScript,execute(JexlContext context),"/**
     * Executes the script with the variables contained in the
     * supplied {@link JexlContext}.
     *
     * @param context A JexlContext containing variables.
     * @return The result of this script, usually the result of
     *         the last statement.
     */",Object execute(JexlContext context);
jexl_13_2,"    @Test
    public void test210_2_oe() throws Exception {
        final JexlContext jc = new MapContext();
        jc.set(""v210"", new T210());
        final JexlEngine jexl = new JexlBuilder().strict(false).silent(false).create();
        final JexlScript e = jexl.createScript(""v210.npe()"");
        try {
            e.execute(jc);
        } catch(final JexlException xjexl) {
            final Throwable th = xjexl.getCause();
            Assert.assertEquals(""NPE210"", th.getMessage());
    }
    }",Issues200Test::test210_2_oe,org.apache.commons.jexl3.JexlException,getMessage(),"/**
     * Detailed info message about this error.
     * Format is ""debug![begin,end]: string \n msg"" where:
     *
     * - debug is the debugging information if it exists (@link JexlEngine.setDebug)
     * - begin, end are character offsets in the string for the precise location of the error
     * - string is the string representation of the offending expression
     * - msg is the actual explanation message for this error
     *
     * @return this error as a string
     */","@Override
    public String getMessage() {
        final StringBuilder msg = new StringBuilder();
        if (info != null) {
            msg.append(info.toString());
        } else {
            msg.append(""?:"");
        }
        msg.append(' ');
        msg.append(detailedMessage());
        final Throwable cause = getCause();
        if (cause instanceof JexlArithmetic.NullOperand) {
            msg.append("" caused by null operand"");
        }
        return msg.toString();
    }"
jexl_14_4,"    @Test
    public void test217_4_oe() throws Exception {
        final JexlEvalContext jc = new JexlEvalContext();
        final JexlOptions options = jc.getEngineOptions();
        jc.set(""foo"", new int[]{0, 1, 2, 42});
        JexlEngine jexl;
        JexlScript e;
        Object r;
        jexl = new JexlBuilder().strict(false).silent(false).create();
        e = jexl.createScript(""foo[3]"");
        r = e.execute(jc);

        jc.set(""foo"", new int[]{0, 1});
        options.setStrict(true);
        try {
            r = e.execute(jc);
        } catch(final JexlException xjexl) {
            final Throwable th = xjexl.getCause();
            Assert.assertEquals(ArrayIndexOutOfBoundsException.class, th.getClass());
    }
    }",Issues200Test::test217_4_oe,org.apache.commons.jexl3.JexlScript,execute(JexlContext context),"/**
     * Executes the script with the variables contained in the
     * supplied {@link JexlContext}.
     *
     * @param context A JexlContext containing variables.
     * @return The result of this script, usually the result of
     *         the last statement.
     */",Object execute(JexlContext context);
jexl_14_5,"    @Test
    public void test217_5_oe() throws Exception {
        final JexlEvalContext jc = new JexlEvalContext();
        final JexlOptions options = jc.getEngineOptions();
        jc.set(""foo"", new int[]{0, 1, 2, 42});
        JexlEngine jexl;
        JexlScript e;
        Object r;
        jexl = new JexlBuilder().strict(false).silent(false).create();
        e = jexl.createScript(""foo[3]"");
        r = e.execute(jc);

        jc.set(""foo"", new int[]{0, 1});
        options.setStrict(true);
        try {
            r = e.execute(jc);
        } catch(final JexlException xjexl) {
            final Throwable th = xjexl.getCause();
        }
        options.setStrict(false);
        r = e.execute(jc);
        Assert.assertNull(""oob adverted"", r);
    }",Issues200Test::test217_5_oe,org.apache.commons.jexl3.JexlScript,execute(JexlContext context),"/**
     * Executes the script with the variables contained in the
     * supplied {@link JexlContext}.
     *
     * @param context A JexlContext containing variables.
     * @return The result of this script, usually the result of
     *         the last statement.
     */",Object execute(JexlContext context);
jexl_20_3,"    @Test
    public void test245_3_oe() throws Exception {
        final MapContext ctx = new MapContext();
        final Foo245 foo245 = new Foo245();
        ctx.set(""foo"", foo245);

        final JexlEngine engine = new JexlBuilder().strict(true).safe(false).silent(false).create();
        final JexlExpression foobar = engine.createExpression(""foo.bar"");
        final JexlExpression foobaz = engine.createExpression(""foo.baz"");
        final JexlExpression foobarbaz = engine.createExpression(""foo.bar.baz"");
        final Object[] args = { null, 245 };
        for(final Object arg : args ){
            foo245.setBar(arg);
            try {
                foobaz.evaluate(ctx);
            } catch(final JexlException xp) {
                Assert.assertTrue(xp instanceof JexlException.Property);
    }
    }
    }",Issues200Test::test245_3_oe,org.apache.commons.jexl3.JexlExpression,evaluate(JexlContext context),"/**
     * Evaluates the expression with the variables contained in the
     * supplied {@link JexlContext}.
     *
     * @param context A JexlContext containing variables.
     * @return The result of this evaluation
     * @throws JexlException on any error
     */",Object evaluate(JexlContext context);
jexl_20_5,"    @Test
    public void test245_5_oe() throws Exception {
        final MapContext ctx = new MapContext();
        final Foo245 foo245 = new Foo245();
        ctx.set(""foo"", foo245);

        final JexlEngine engine = new JexlBuilder().strict(true).safe(false).silent(false).create();
        final JexlExpression foobar = engine.createExpression(""foo.bar"");
        final JexlExpression foobaz = engine.createExpression(""foo.baz"");
        final JexlExpression foobarbaz = engine.createExpression(""foo.bar.baz"");
        final Object[] args = { null, 245 };
        for(final Object arg : args ){
            foo245.setBar(arg);
            try {
                foobaz.evaluate(ctx);
            } catch(final JexlException xp) {
            }
            try {
                foobarbaz.evaluate(ctx);
            } catch(final JexlException xp) {
                Assert.assertTrue(xp instanceof JexlException.Property);
    }
    }
    }",Issues200Test::test245_5_oe,org.apache.commons.jexl3.JexlExpression,evaluate(JexlContext context),"/**
     * Evaluates the expression with the variables contained in the
     * supplied {@link JexlContext}.
     *
     * @param context A JexlContext containing variables.
     * @return The result of this evaluation
     * @throws JexlException on any error
     */",Object evaluate(JexlContext context);
jexl_21_2,"    @Test
    public void test256_2_oe() throws Exception {
        final MapContext ctx = new MapContext() {
            @Override public void set(final String name, final Object value) {
                if (""java"".equals(name)) {
                    throw new JexlException(null, ""can not set "" + name);
                }
                super.set(name, value);
            }
            @Override public Object get(final String name) {
                if (""java"".equals(name)) {
                    return null;
                }
                return super.get(name);
            }
            @Override public boolean has(final String name) {
                if (""java"".equals(name)) {
                    return false;
                }
                return super.has(name);
            }
        };
        ctx.set(""java.version"", 10);
        final JexlEngine engine = new JexlBuilder().strict(true).silent(false).create();
        JexlScript script;
        script = engine.createScript(""java = 3"");
        try {
             script.execute(ctx);
        } catch(final JexlException xjexl) {
        }
        script = engine.createScript(""java.version"");
        Assert.assertEquals(10, script.execute(ctx));
    }",Issues200Test::test256_2_oe,org.apache.commons.jexl3.JexlScript,execute(JexlContext context),"/**
     * Executes the script with the variables contained in the
     * supplied {@link JexlContext}.
     *
     * @param context A JexlContext containing variables.
     * @return The result of this script, usually the result of
     *         the last statement.
     */",Object execute(JexlContext context);
jexl_23_1,"    @Test
    public void test265_1_oe() throws Exception {
        final JexlEngine jexl = new JexlBuilder().cache(4).create();
        final JexlContext ctxt = new MapContext();
        ctxt.set(""x"", 42);
        Object result;
        JexlScript script;
        try {
            script = jexl.createScript(""(true) ? x : abs(1)"");
        } catch (final JexlException.Parsing xparse) {
        }
        script = jexl.createScript(""(true) ? (x) : abs(2)"");
        result = script.execute(ctxt);
        Assert.assertEquals(42, result);
    }",Issues200Test::test265_1_oe,org.apache.commons.jexl3.JexlScript,execute(JexlContext context),"/**
     * Executes the script with the variables contained in the
     * supplied {@link JexlContext}.
     *
     * @param context A JexlContext containing variables.
     * @return The result of this script, usually the result of
     *         the last statement.
     */",Object execute(JexlContext context);
jexl_23_2,"    @Test
    public void test265_2_oe() throws Exception {
        final JexlEngine jexl = new JexlBuilder().cache(4).create();
        final JexlContext ctxt = new MapContext();
        ctxt.set(""x"", 42);
        Object result;
        JexlScript script;
        try {
            script = jexl.createScript(""(true) ? x : abs(1)"");
        } catch (final JexlException.Parsing xparse) {
        }
        script = jexl.createScript(""(true) ? (x) : abs(2)"");
        result = script.execute(ctxt);
        script = jexl.createScript(""(true) ? x : (abs(3))"");
        result = script.execute(ctxt);
        Assert.assertEquals(42, result);
    }",Issues200Test::test265_2_oe,org.apache.commons.jexl3.JexlScript,execute(JexlContext context),"/**
     * Executes the script with the variables contained in the
     * supplied {@link JexlContext}.
     *
     * @param context A JexlContext containing variables.
     * @return The result of this script, usually the result of
     *         the last statement.
     */",Object execute(JexlContext context);
jexl_23_3,"    @Test
    public void test265_3_oe() throws Exception {
        final JexlEngine jexl = new JexlBuilder().cache(4).create();
        final JexlContext ctxt = new MapContext();
        ctxt.set(""x"", 42);
        Object result;
        JexlScript script;
        try {
            script = jexl.createScript(""(true) ? x : abs(1)"");
        } catch (final JexlException.Parsing xparse) {
        }
        script = jexl.createScript(""(true) ? (x) : abs(2)"");
        result = script.execute(ctxt);
        script = jexl.createScript(""(true) ? x : (abs(3))"");
        result = script.execute(ctxt);
        script = jexl.createScript(""(!true) ? abs(4) : x"");
        result = script.execute(ctxt);
        Assert.assertEquals(42, result);
    }",Issues200Test::test265_3_oe,org.apache.commons.jexl3.JexlScript,execute(JexlContext context),"/**
     * Executes the script with the variables contained in the
     * supplied {@link JexlContext}.
     *
     * @param context A JexlContext containing variables.
     * @return The result of this script, usually the result of
     *         the last statement.
     */",Object execute(JexlContext context);
jexl_26_3,"    @Test
    public void test274_3_oe() throws Exception {
        JexlEngine jexl = new JexlBuilder().strict(true).safe(true).stackOverflow(5).create();
        final JexlContext ctxt = new MapContext();
        JexlScript script= jexl.createScript(""var f = (x)->{ x > 1? x * f(x - 1) : x }; f(a)"", ""a"");
        Object result = script.execute(ctxt, 3);
        try {
            result = script.execute(ctxt, 32);
        } catch(final JexlException.StackOverflow xstack) {
            final String sxs = xstack.toString();
            Assert.assertTrue(sxs.contains(""jexl""));
    }
    }",Issues200Test::test274_3_oe,org.apache.commons.jexl3.JexlArithmetic,"contains(final Object container, final Object value)","/**
     * Test if left contains right (right matches/in left).
     * <p>Beware that this method arguments are the opposite of the operator arguments.
     * 'x in y' means 'y contains x'.</p>
     *
     * @param container the container
     * @param value the value
     * @return test result or null if there is no arithmetic solution
     */","public Boolean contains(final Object container, final Object value) {
        if (value == null && container == null) {
            //if both are null L == R
            return true;
        }
        if (value == null || container == null) {
            // we know both aren't null, therefore L != R
            return false;
        }
        // use arithmetic / pattern matching ?
        if (container instanceof java.util.regex.Pattern) {
            return ((java.util.regex.Pattern) container).matcher(value.toString()).matches();
        }
        if (container instanceof CharSequence) {
            return value.toString().matches(container.toString());
        }
        // try contains on map key
        if (container instanceof Map<?, ?>) {
            if (value instanceof Map<?, ?>) {
                return ((Map<?, ?>) container).keySet().containsAll(((Map<?, ?>) value).keySet());
            }
            return ((Map<?, ?>) container).containsKey(value);
        }
        // try contains on collection
        if (container instanceof Collection<?>) {
            if (value instanceof Collection<?>) {
                return ((Collection<?>) container).containsAll((Collection<?>) value);
            }
            // left in right ? <=> right.contains(left) ?
            return ((Collection<?>) container).contains(value);
        }
        return null;
    }"
