id,test_prefix,test_name,focal_methods,docstrings
commons-net_12,"public void testParseSimpleNetmaskInclusive_oe() {
        final String address = ""192.168.15.7"";
        final String masks[] = new String[] { ""255.255.255.252"", ""255.255.255.254"", ""255.255.255.255"" };
        final String bcast[] = new String[] { ""192.168.15.7"", ""192.168.15.7"", ""192.168.15.7"" };
        final String netwk[] = new String[] { ""192.168.15.4"", ""192.168.15.6"", ""192.168.15.7"" };
        final String lowAd[] = new String[] { ""192.168.15.4"", ""192.168.15.6"", ""192.168.15.7"" };
        final String highA[] = new String[] { ""192.168.15.7"", ""192.168.15.7"", ""192.168.15.7"" };
        final String cidrS[] = new String[] { ""192.168.15.7/30"", ""192.168.15.7/31"", ""192.168.15.7/32"" };
        final int usableAd[] = new int[] { 4, 2, 1 };

        for (int i = 0; i < masks.length; ++i) {
            final SubnetUtils utils = new SubnetUtils(address, masks[i]);
            utils.setInclusiveHostCount(true);
            final SubnetInfo info = utils.getInfo();
            assertEquals(""ci "" + masks[i], cidrS[i], info.getCidrSignature());
            assertEquals(""bc "" + masks[i], bcast[i], info.getBroadcastAddress());
            assertEquals(""ac "" + masks[i], usableAd[i], info.getAddressCount());
            assertEquals(""nw "" + masks[i], netwk[i], info.getNetworkAddress());
            assertEquals(""lo "" + masks[i], lowAd[i], info.getLowAddress());
            assertEquals(""hi "" + masks[i], highA[i], info.getHighAddress());
        }
    }",SubnetUtilsTest::testParseSimpleNetmaskInclusive_oe,"public String getCidrSignature() {
            return format(toArray(address)) + ""/"" + pop(netmask);
        }

public String getBroadcastAddress() {
            return format(toArray(broadcast));
        }

@Deprecated
        public int getAddressCount() {
            final long countLong = getAddressCountLong();
            if (countLong > Integer.MAX_VALUE) {
                throw new RuntimeException(""Count is larger than an integer: "" + countLong);
            }
            // N.B. cannot be negative
            return (int)countLong;
        }

public String getNetworkAddress() {
            return format(toArray(network));
        }

public String getLowAddress() {
            return format(toArray(low()));
        }

public String getHighAddress() {
            return format(toArray(high()));
        }","

/**
         * Get the count of available addresses.
         * Will be zero for CIDR/31 and CIDR/32 if the inclusive flag is false.
         * @return the count of addresses, may be zero.
         * @throws RuntimeException if the correct count is greater than {@code Integer.MAX_VALUE}
         * @deprecated (3.4) use {@link #getAddressCountLong()} instead
         */

/**
         * Return the low address as a dotted IP address.
         * Will be zero for CIDR/31 and CIDR/32 if the inclusive flag is false.
         *
         * @return the IP address in dotted format, may be ""0.0.0.0"" if there is no valid address
         */

/**
         * Return the high address as a dotted IP address.
         * Will be zero for CIDR/31 and CIDR/32 if the inclusive flag is false.
         *
         * @return the IP address in dotted format, may be ""0.0.0.0"" if there is no valid address
         */"
commons-net_13,"public void testZeroAddressAndCidr_oe() {
        final SubnetUtils snu = new SubnetUtils(""0.0.0.0/0"");
        assertNotNull(snu);
    }",SubnetUtilsTest::testZeroAddressAndCidr_oe,,
commons-net_15,"public void testNET624_oe() {
        new SubnetUtils(""0.0.0.0/0"");
        new SubnetUtils(""0.0.0.0"",""0.0.0.0"");
        new SubnetUtils(""0.0.0.0"",""128.0.0.0"");
        try {
            new SubnetUtils(""0.0.0.0"",""64.0.0.0"");
            fail(""Should have thrown IllegalArgumentException"");
        } catch (final IllegalArgumentException expected) {
        }
        try {
            new SubnetUtils(""0.0.0.0"",""0.0.0.1"");
            fail(""Should have thrown IllegalArgumentException"");
        } catch (final IllegalArgumentException expected) {
        }
    }",SubnetUtilsTest::testNET624_oe,,
commons-net_16,"public void testNET520_oe() {
        final SubnetUtils utils = new SubnetUtils(""0.0.0.0/0"");
        utils.setInclusiveHostCount(true);
        final SubnetInfo info = utils.getInfo();
        assertEquals(""0.0.0.0"",info.getNetworkAddress());
        assertEquals(""255.255.255.255"",info.getBroadcastAddress());
        assertTrue(info.isInRange(""127.0.0.0""));
        utils.setInclusiveHostCount(false);
        assertTrue(info.isInRange(""127.0.0.0""));
    }",SubnetUtilsTest::testNET520_oe,"public String getNetworkAddress() {
            return format(toArray(network));
        }

public String getBroadcastAddress() {
            return format(toArray(broadcast));
        }

public boolean isInRange(final String address) {
            return isInRange(toInteger(address));
        }","

/**
         * Returns true if the parameter <code>address</code> is in the
         * range of usable endpoint addresses for this subnet. This excludes the
         * network and broadcast addresses. Use {@link SubnetUtils#setInclusiveHostCount(boolean)}
         * to change this.
         * @param address A dot-delimited IPv4 address, e.g. ""192.168.0.1""
         * @return True if in range, false otherwise
         */"
commons-net_17,"public void testNET641_oe() {
        assertFalse(new SubnetUtils(""192.168.1.0/00"").getInfo().isInRange(""0.0.0.0""));
        assertFalse(new SubnetUtils(""192.168.1.0/30"").getInfo().isInRange(""0.0.0.0""));
        assertFalse(new SubnetUtils(""192.168.1.0/31"").getInfo().isInRange(""0.0.0.0""));
        assertFalse(new SubnetUtils(""192.168.1.0/32"").getInfo().isInRange(""0.0.0.0""));
    }",SubnetUtilsTest::testNET641_oe,"public boolean isInRange(final String address) {
            return isInRange(toInteger(address));
        }","/**
         * Returns true if the parameter <code>address</code> is in the
         * range of usable endpoint addresses for this subnet. This excludes the
         * network and broadcast addresses. Use {@link SubnetUtils#setInclusiveHostCount(boolean)}
         * to change this.
         * @param address A dot-delimited IPv4 address, e.g. ""192.168.0.1""
         * @return True if in range, false otherwise
         */"
commons-net_19,"@Test
    public void testNullList_oe() {
        final Threader t = new Threader();
        final List<Threadable> messages = null;
        Assert.assertNull(t.thread(messages));
    }",TestThreader::testNullList_oe,"public Threadable thread(final List<? extends Threadable> messages) {
        return thread((Iterable<? extends Threadable>)messages);
    }","/**
     * The client passes in a list of Threadable objects, and
     * the Threader constructs a connected 'graph' of messages
     * @param messages list of messages to thread, must not be empty
     * @return null if messages == null or root.child == null or messages list is empty
     * @since 2.2
     */"
commons-net_20,"@Test
    public void testNullIterable_oe() {
        final Threader t = new Threader();
        final Iterable<Threadable> messages = null;
        Assert.assertNull(t.thread(messages));
    }",TestThreader::testNullIterable_oe,"public Threadable thread(final List<? extends Threadable> messages) {
        return thread((Iterable<? extends Threadable>)messages);
    }","/**
     * The client passes in a list of Threadable objects, and
     * the Threader constructs a connected 'graph' of messages
     * @param messages list of messages to thread, must not be empty
     * @return null if messages == null or root.child == null or messages list is empty
     * @since 2.2
     */"
commons-net_22,"@Test
    public void testEmptyList_oe() { // NET-539
        final Threader t = new Threader();
        final Threadable[] messages = EMPTY_THREADABLE_ARRAY;
        final List<Threadable> asList = Arrays.asList(messages);
        Assert.assertNull(t.thread(asList));
    }",TestThreader::testEmptyList_oe,"public Threadable thread(final List<? extends Threadable> messages) {
        return thread((Iterable<? extends Threadable>)messages);
    }","/**
     * The client passes in a list of Threadable objects, and
     * the Threader constructs a connected 'graph' of messages
     * @param messages list of messages to thread, must not be empty
     * @return null if messages == null or root.child == null or messages list is empty
     * @since 2.2
     */"
commons-net_23,"@Test
    public void testEmptyIterable_oe() { // NET-539
        final Threader t = new Threader();
        final Threadable[] messages = EMPTY_THREADABLE_ARRAY;
        final Iterable<Threadable> asList = Arrays.asList(messages);
        Assert.assertNull(t.thread(asList));
    }",TestThreader::testEmptyIterable_oe,"public Threadable thread(final List<? extends Threadable> messages) {
        return thread((Iterable<? extends Threadable>)messages);
    }","/**
     * The client passes in a list of Threadable objects, and
     * the Threader constructs a connected 'graph' of messages
     * @param messages list of messages to thread, must not be empty
     * @return null if messages == null or root.child == null or messages list is empty
     * @since 2.2
     */"
commons-net_24,"public void testConstants_oe()
    {
        assertEquals(110, POP3.DEFAULT_PORT);
        assertEquals(-1, POP3.DISCONNECTED_STATE);
        assertEquals(0, POP3.AUTHORIZATION_STATE);
        assertEquals(1, POP3.TRANSACTION_STATE);
        assertEquals(2, POP3.UPDATE_STATE);

        assertEquals(0, POP3Command.USER);
        assertEquals(1, POP3Command.PASS);
        assertEquals(2, POP3Command.QUIT);
        assertEquals(3, POP3Command.STAT);
        assertEquals(4, POP3Command.LIST);
        assertEquals(5, POP3Command.RETR);
        assertEquals(6, POP3Command.DELE);
        assertEquals(7, POP3Command.NOOP);
        assertEquals(8, POP3Command.RSET);
        assertEquals(9, POP3Command.APOP);
        assertEquals(10, POP3Command.TOP);
        assertEquals(11, POP3Command.UIDL);
    }",POP3ConstructorTest::testConstants_oe,,
commons-net_25,"public void testPOP3DefaultConstructor_oe()
    {
        final POP3 pop = new POP3();

        assertEquals(110, pop.getDefaultPort());
        assertEquals(POP3.DISCONNECTED_STATE, pop.getState());
        assertNull(pop.reader);
        assertNotNull(pop.replyLines);
    }",POP3ConstructorTest::testPOP3DefaultConstructor_oe,"public int getDefaultPort()
    {
        return _defaultPort_;
    }

public int getState()
    {
        return popState;
    }

","/**
     * Returns the current value of the default port (stored in
     * {@link #_defaultPort_  _defaultPort_ }).
     * <p>
     * @return The current value of the default port.
     */

/**
     * Returns the current POP3 client state.
     *
     * @return The current POP3 client state.
     */

"
commons-net_51,"public void testReadSimpleStringCrLfLineEnding_oe() throws IOException {
        final String test = ""Hello World!""+EOM;
        reader = new DotTerminatedMessageReader(new StringReader(test));

        int read = 0;
        while ((read = reader.read(buf)) != -1) {
            str.append(buf, 0, read);
        }

        assertEquals(""Hello World!""+CRLF, str.toString());
    }",DotTerminatedMessageReaderTest::testReadSimpleStringCrLfLineEnding_oe,"public boolean append(final String mailboxName, final String flags, final String datetime, final String message)
            throws IOException {
        final StringBuilder args = new StringBuilder(quoteMailboxName(mailboxName));
        if (flags != null) {
            args.append("" "").append(flags);
        }
        if (datetime != null) {
            args.append("" "");
            if (datetime.charAt(0) == DQUOTE) {
                args.append(datetime);
            } else {
                args.append(DQUOTE).append(datetime).append(DQUOTE);
            }
        }
        args.append("" "");
        // String literal (probably not used much - if at all)
        if (message.startsWith(DQUOTE_S) && message.endsWith(DQUOTE_S)) {
            args.append(message);
            return doCommand(IMAPCommand.APPEND, args.toString());
        }
        args.append('{').append(message.getBytes(IMAP.__DEFAULT_ENCODING).length).append('}'); // length of message
        final int status = sendCommand(IMAPCommand.APPEND, args.toString());
        return IMAPReply.isContinuation(status) // expecting continuation response
                && IMAPReply.isSuccess(sendData(message)); // if so, send the data
    }","/**
     * Send an APPEND command to the server.
     * @param mailboxName The mailbox name.
     * @param flags The flag parenthesized list (optional).
     * @param datetime The date/time string (optional).
     * @param message The message to append.
     * @return {@code true} if the command was successful,{@code false} if not.
     * @throws IOException If a network I/O error occurs.
     * @since 3.4
     */"
