id,test_prefix,test_name,focal_methods,docstrings
commons-configuration2_11,"@Test
    public void testGet_oe() {
        final PropertiesConfiguration config = new PropertiesConfiguration();
        final Integer value = 20130816;
        config.addProperty(KEY_PREFIX, value.toString());
        assertEquals(""Wrong result"", value, config.get(Integer.class, KEY_PREFIX));
    }",TestAbstractConfigurationBasicFeatures::testGet_oe,"@Override
    public Object get(final Object key) {
        return configuration.getProperty(String.valueOf(key));
    }","/**
     * Returns the value of the specified key. The key is converted to a string and then passed to the underlying
     * configuration.
     *
     * @param key the key
     * @return the value of this key
     * @see java.util.Map#get(java.lang.Object)
     */"
commons-configuration2_12,"@Test
    public void testGetArray_oe() {
        final PropertiesConfiguration config = new PropertiesConfiguration();
        final Integer[] expected = new Integer[PROP_COUNT];
        for (int i = 0; i < PROP_COUNT; i++) {
            config.addProperty(KEY_PREFIX, String.valueOf(i));
            expected[i] = Integer.valueOf(i);
        }
        final Integer[] result = config.get(Integer[].class, KEY_PREFIX);
        assertArrayEquals(""Wrong result"", expected, result);
    }",TestAbstractConfigurationBasicFeatures::testGetArray_oe,"@Override
    public Object get(final Object key) {
        return configuration.getProperty(String.valueOf(key));
    }","/**
     * Returns the value of the specified key. The key is converted to a string and then passed to the underlying
     * configuration.
     *
     * @param key the key
     * @return the value of this key
     * @see java.util.Map#get(java.lang.Object)
     */"
commons-configuration2_13,"@Test
    public void testGetArrayPrimitive_oe() {
        final PropertiesConfiguration config = new PropertiesConfiguration();
        final short[] expected = new short[PROP_COUNT];
        for (int i = 0; i < PROP_COUNT; i++) {
            config.addProperty(KEY_PREFIX, String.valueOf(i));
            expected[i] = (short) i;
        }
        final short[] result = config.get(short[].class, KEY_PREFIX, ArrayUtils.EMPTY_SHORT_ARRAY);
        assertArrayEquals(""Wrong result"", expected, result);
    }",TestAbstractConfigurationBasicFeatures::testGetArrayPrimitive_oe,"@Override
    public Object get(final Object key) {
        return configuration.getProperty(String.valueOf(key));
    }","/**
     * Returns the value of the specified key. The key is converted to a string and then passed to the underlying
     * configuration.
     *
     * @param key the key
     * @return the value of this key
     * @see java.util.Map#get(java.lang.Object)
     */"
commons-configuration2_14,"@Test
    public void testGetArrayUnknownNoDefault_oe() {
        final PropertiesConfiguration config = new PropertiesConfiguration();
        assertNull(""Wrong result"", config.get(Integer[].class, KEY_PREFIX));
    }",TestAbstractConfigurationBasicFeatures::testGetArrayUnknownNoDefault_oe,"@Override
    public Object get(final Object key) {
        return configuration.getProperty(String.valueOf(key));
    }","/**
     * Returns the value of the specified key. The key is converted to a string and then passed to the underlying
     * configuration.
     *
     * @param key the key
     * @return the value of this key
     * @see java.util.Map#get(java.lang.Object)
     */"
commons-configuration2_15,"@Test
    public void testGetArrayUnknownWithDefault_oe() {
        final PropertiesConfiguration config = new PropertiesConfiguration();
        final int[] defValue = {1, 2, 3};
        assertArrayEquals(""Wrong result"", defValue, config.get(int[].class, KEY_PREFIX, defValue));
    }",TestAbstractConfigurationBasicFeatures::testGetArrayUnknownWithDefault_oe,"@Override
    public Object get(final Object key) {
        return configuration.getProperty(String.valueOf(key));
    }","/**
     * Returns the value of the specified key. The key is converted to a string and then passed to the underlying
     * configuration.
     *
     * @param key the key
     * @return the value of this key
     * @see java.util.Map#get(java.lang.Object)
     */"
commons-configuration2_16,"@Test
    public void testGetCollection_oe() {
        final PropertiesConfiguration config = new PropertiesConfiguration();
        final List<Integer> expected = prepareListTest(config);
        final List<Integer> result = new ArrayList<>(PROP_COUNT);
        assertSame(""Wrong result"", result, config.getCollection(Integer.class, KEY_PREFIX, result));
        assertEquals(""Wrong converted content"", expected, result);
    }",TestAbstractConfigurationBasicFeatures::testGetCollection_oe,"@Override
    public <T> Collection<T> getCollection(final Class<T> cls, final String key, final Collection<T> target) {
        return getCollection(cls, key, target, null);
    }",
commons-configuration2_17,"@Test
    public void testGetCollectionNullTarget_oe() {
        final PropertiesConfiguration config = new PropertiesConfiguration();
        final List<Integer> expected = prepareListTest(config);
        final Collection<Integer> result = config.getCollection(Integer.class, KEY_PREFIX, null, new ArrayList<>());
        assertEquals(""Wrong result"", expected, result);
    }",TestAbstractConfigurationBasicFeatures::testGetCollectionNullTarget_oe,"@Override
    public <T> Collection<T> getCollection(final Class<T> cls, final String key, final Collection<T> target) {
        return getCollection(cls, key, target, null);
    }",
commons-configuration2_18,"@Test
    public void testGetCollectionSingleValue_oe() {
        final PropertiesConfiguration config = new PropertiesConfiguration();
        config.addProperty(KEY_PREFIX, ""1"");
        final List<Integer> result = new ArrayList<>(1);
        config.getCollection(Integer.class, KEY_PREFIX, result);
        assertEquals(""Wrong number of elements"", 1, result.size());
        assertEquals(""Wrong element"", Integer.valueOf(1), result.get(0));
    }",TestAbstractConfigurationBasicFeatures::testGetCollectionSingleValue_oe,"@Override
        public int size() {
            // Ouch. Now _that_ one is expensive...
            int count = 0;
            for (final Iterator<String> iterator = configuration.getKeys(); iterator.hasNext();) {
                iterator.next();
                count++;
            }
            return count;
        }

@Override
    public <T> Collection<T> getCollection(final Class<T> cls, final String key, final Collection<T> target) {
        return getCollection(cls, key, target, null);
    }","/**
         * @see java.util.Collection#size()
         */

"
commons-configuration2_19,"@Test
    public void testGetCollectionUnknownNoDefault_oe() {
        final PropertiesConfiguration config = new PropertiesConfiguration();
        final List<Integer> result = new ArrayList<>();
        assertNull(""Wrong result"", config.getCollection(Integer.class, KEY_PREFIX, result));
        assertTrue(""Got elements"", result.isEmpty());
    }",TestAbstractConfigurationBasicFeatures::testGetCollectionUnknownNoDefault_oe,"@Override
    public <T> Collection<T> getCollection(final Class<T> cls, final String key, final Collection<T> target) {
        return getCollection(cls, key, target, null);
    }

@Override
    public final boolean isEmpty() {
        beginRead(false);
        try {
            return isEmptyInternal();
        } finally {
            endRead();
        }
    }","

/**
     * {@inheritDoc} This implementation handles synchronization and delegates to {@code isEmptyInternal()}.
     */"
commons-configuration2_20,"@Test
    public void testGetCollectionUnknownWithDefault_oe() {
        final PropertiesConfiguration config = new PropertiesConfiguration();
        final List<Integer> defValue = Arrays.asList(1, 2, 4, 8, 16, 32);
        final Collection<Integer> result = config.getCollection(Integer.class, KEY_PREFIX, null, defValue);
        assertEquals(""Wrong result"", defValue, result);
    }",TestAbstractConfigurationBasicFeatures::testGetCollectionUnknownWithDefault_oe,"@Override
    public <T> Collection<T> getCollection(final Class<T> cls, final String key, final Collection<T> target) {
        return getCollection(cls, key, target, null);
    }",
commons-configuration2_21,"@Test
    public void testGetEncodedStringNoValue_oe() {
        final ConfigurationDecoder decoder = EasyMock.createMock(ConfigurationDecoder.class);
        EasyMock.replay(decoder);
        final PropertiesConfiguration config = new PropertiesConfiguration();
        assertNull(""Got a value"", config.getEncodedString(KEY_PREFIX, decoder));
    }",TestAbstractConfigurationBasicFeatures::testGetEncodedStringNoValue_oe,"@Override
    public String getEncodedString(final String key, final ConfigurationDecoder decoder) {
        if (decoder == null) {
            throw new IllegalArgumentException(""ConfigurationDecoder must not be null!"");
        }

        final String value = getString(key);
        return value != null ? decoder.decode(value) : null;
    }","/**
     * {@inheritDoc} This implementation delegates to {@link #getString(String)} in order to obtain the value of the passed
     * in key. This value is passed to the decoder. Because {@code getString()} is used behind the scenes all standard
     * features like handling of missing keys and interpolation work as expected.
     */"
commons-configuration2_22,"@Test
    public void testGetEncodedStringValue_oe() {
        final ConfigurationDecoder decoder = EasyMock.createMock(ConfigurationDecoder.class);
        final String value = ""original value"";
        final String decodedValue = ""decoded value"";
        EasyMock.expect(decoder.decode(value)).andReturn(decodedValue);
        EasyMock.replay(decoder);

        final PropertiesConfiguration config = new PropertiesConfiguration();
        config.addProperty(KEY_PREFIX, value);
        assertEquals(""Wrong decoded value"", decodedValue, config.getEncodedString(KEY_PREFIX, decoder));
    }",TestAbstractConfigurationBasicFeatures::testGetEncodedStringValue_oe,"@Override
    public String getEncodedString(final String key, final ConfigurationDecoder decoder) {
        if (decoder == null) {
            throw new IllegalArgumentException(""ConfigurationDecoder must not be null!"");
        }

        final String value = getString(key);
        return value != null ? decoder.decode(value) : null;
    }","/**
     * {@inheritDoc} This implementation delegates to {@link #getString(String)} in order to obtain the value of the passed
     * in key. This value is passed to the decoder. Because {@code getString()} is used behind the scenes all standard
     * features like handling of missing keys and interpolation work as expected.
     */"
commons-configuration2_23,"@Test
    public void testGetEncodedStringWithDefaultDecoder_oe() {
        final ConfigurationDecoder decoder = EasyMock.createMock(ConfigurationDecoder.class);
        final String value = ""original value"";
        final String decodedValue = ""decoded value"";
        EasyMock.expect(decoder.decode(value)).andReturn(decodedValue);
        EasyMock.replay(decoder);

        final PropertiesConfiguration config = new PropertiesConfiguration();
        config.setConfigurationDecoder(decoder);
        config.addProperty(KEY_PREFIX, value);
        assertEquals(""Wrong decoded value"", decodedValue, config.getEncodedString(KEY_PREFIX));
    }",TestAbstractConfigurationBasicFeatures::testGetEncodedStringWithDefaultDecoder_oe,"@Override
    public String getEncodedString(final String key, final ConfigurationDecoder decoder) {
        if (decoder == null) {
            throw new IllegalArgumentException(""ConfigurationDecoder must not be null!"");
        }

        final String value = getString(key);
        return value != null ? decoder.decode(value) : null;
    }","/**
     * {@inheritDoc} This implementation delegates to {@link #getString(String)} in order to obtain the value of the passed
     * in key. This value is passed to the decoder. Because {@code getString()} is used behind the scenes all standard
     * features like handling of missing keys and interpolation work as expected.
     */"
commons-configuration2_24,"@Test
    public void testGetList_oe() {
        final PropertiesConfiguration config = new PropertiesConfiguration();
        final List<Integer> expected = prepareListTest(config);
        final List<Integer> result = config.getList(Integer.class, KEY_PREFIX);
        assertEquals(""Wrong result"", expected, result);
    }",TestAbstractConfigurationBasicFeatures::testGetList_oe,"@Override
    public List<Object> getList(final String key, final List<?> defaultValue) {
        return config.getList(makePath(key), defaultValue);
    }",
commons-configuration2_25,"@Test
    public void testGetListUnknownNoDefault_oe() {
        final PropertiesConfiguration config = new PropertiesConfiguration();
        assertNull(""Wrong result"", config.getList(Integer.class, KEY_PREFIX));
    }",TestAbstractConfigurationBasicFeatures::testGetListUnknownNoDefault_oe,"@Override
    public List<Object> getList(final String key, final List<?> defaultValue) {
        return config.getList(makePath(key), defaultValue);
    }",
commons-configuration2_26,"@Test
    public void testGetListUnknownWithDefault_oe() {
        final PropertiesConfiguration config = new PropertiesConfiguration();
        final List<Integer> defValue = Arrays.asList(1, 2, 3);
        assertEquals(""Wrong result"", defValue, config.getList(Integer.class, KEY_PREFIX, defValue));
    }",TestAbstractConfigurationBasicFeatures::testGetListUnknownWithDefault_oe,"@Override
    public List<Object> getList(final String key, final List<?> defaultValue) {
        return config.getList(makePath(key), defaultValue);
    }",
commons-configuration2_27,"@Test
    public void testGetStringArrayUnknown_oe() {
        final BaseConfiguration config = new BaseConfiguration();
        final String[] array = config.getStringArray(KEY_PREFIX);
        assertEquals(""Got elements"", 0, array.length);
    }",TestAbstractConfigurationBasicFeatures::testGetStringArrayUnknown_oe,"@Override
    public String[] getStringArray(final String key) {
        return config.getStringArray(makePath(key));
    }",
commons-configuration2_28,"@Test
    public void testGetUnknownNoDefaultValue_oe() {
        final PropertiesConfiguration config = new PropertiesConfiguration();
        assertNull(""Wrong result"", config.get(Integer.class, KEY_PREFIX));
    }",TestAbstractConfigurationBasicFeatures::testGetUnknownNoDefaultValue_oe,"@Override
    public Object get(final Object key) {
        return configuration.getProperty(String.valueOf(key));
    }","/**
     * Returns the value of the specified key. The key is converted to a string and then passed to the underlying
     * configuration.
     *
     * @param key the key
     * @return the value of this key
     * @see java.util.Map#get(java.lang.Object)
     */"
commons-configuration2_29,"@Test
    public void testGetUnknownWithDefaultValue_oe() {
        final PropertiesConfiguration config = new PropertiesConfiguration();
        final Integer defaultValue = 2121;
        assertEquals(""Wrong result"", defaultValue, config.get(Integer.class, KEY_PREFIX, defaultValue));
    }",TestAbstractConfigurationBasicFeatures::testGetUnknownWithDefaultValue_oe,"@Override
    public Object get(final Object key) {
        return configuration.getProperty(String.valueOf(key));
    }","/**
     * Returns the value of the specified key. The key is converted to a string and then passed to the underlying
     * configuration.
     *
     * @param key the key
     * @return the value of this key
     * @see java.util.Map#get(java.lang.Object)
     */"
commons-configuration2_30,"@Test
    public void testGetUnownWithDefaultValueThrowExceptionOnMissing_oe() {
        final PropertiesConfiguration config = new PropertiesConfiguration();
        config.setThrowExceptionOnMissing(true);
        final Integer defaultValue = 2121;
        assertEquals(""Wrong result"", defaultValue, config.get(Integer.class, KEY_PREFIX, defaultValue));
    }",TestAbstractConfigurationBasicFeatures::testGetUnownWithDefaultValueThrowExceptionOnMissing_oe,"@Override
    public Object get(final Object key) {
        return configuration.getProperty(String.valueOf(key));
    }","/**
     * Returns the value of the specified key. The key is converted to a string and then passed to the underlying
     * configuration.
     *
     * @param key the key
     * @return the value of this key
     * @see java.util.Map#get(java.lang.Object)
     */"
commons-configuration2_31,"@Test
    public void testInstallInterpolatorNull_oe() {
        final AbstractConfiguration config = new TestConfigurationImpl(new PropertiesConfiguration());
        config.installInterpolator(null, null);
        assertTrue(""Got prefix lookups"", config.getInterpolator().getLookups().isEmpty());
        final List<Lookup> defLookups = config.getInterpolator().getDefaultLookups();
        assertEquals(""Wrong number of default lookups"", 1, defLookups.size());
        assertTrue(""Wrong default lookup"", defLookups.get(0) instanceof ConfigurationLookup);
    }",TestAbstractConfigurationBasicFeatures::testInstallInterpolatorNull_oe,"@Override
    public ConfigurationInterpolator getInterpolator() {
        return interpolator.get();
    }

@Override
        public int size() {
            // Ouch. Now _that_ one is expensive...
            int count = 0;
            for (final Iterator<String> iterator = configuration.getKeys(); iterator.hasNext();) {
                iterator.next();
                count++;
            }
            return count;
        }

@Override
    public Object get(final Object key) {
        return configuration.getProperty(String.valueOf(key));
    }","/**
     * Returns the {@code ConfigurationInterpolator} object that manages the lookup objects for resolving variables.
     * Unless a custom interpolator has been set or the instance has been modified, the returned interpolator will
     * resolve values from this configuration instance and support the
     * {@link ConfigurationInterpolator#getDefaultPrefixLookups() default prefix lookups}.
     *
     * @return the {@code ConfigurationInterpolator} associated with this configuration
     * @since 1.4
     * @see ConfigurationInterpolator#getDefaultPrefixLookups()
     */

/**
         * @see java.util.Collection#size()
         */

/**
     * Returns the value of the specified key. The key is converted to a string and then passed to the underlying
     * configuration.
     *
     * @param key the key
     * @return the value of this key
     * @see java.util.Map#get(java.lang.Object)
     */"
commons-configuration2_32,"@Test
    public void testInterpolateArray_oe() {
        final PropertiesConfiguration config = new PropertiesConfiguration();
        final String[] values = {""some"", ""test"", ""values""};
        final String keyArray = ""testArray"";
        config.addProperty(keyArray, values);
        config.addProperty(KEY_PREFIX, ""${"" + keyArray + ""}"");

        assertArrayEquals(""Wrong property"", values, config.getStringArray(KEY_PREFIX));
    }",TestAbstractConfigurationBasicFeatures::testInterpolateArray_oe,"@Override
    public String[] getStringArray(final String key) {
        return config.getStringArray(makePath(key));
    }",
commons-configuration2_33,"@Test
    public void testInterpolateEscape_oe() {
        final AbstractConfiguration config = new TestConfigurationImpl(new PropertiesConfiguration());
        config.setListDelimiterHandler(new DefaultListDelimiterHandler(','));
        config.addProperty(""mypath"", ""$${DB2UNIVERSAL_JDBC_DRIVER_PATH}/db2jcc.jar\\,$${DB2UNIVERSAL_JDBC_DRIVER_PATH}/db2jcc_license_cu.jar"");
        assertEquals(""Wrong interpolated value"", ""${DB2UNIVERSAL_JDBC_DRIVER_PATH}/db2jcc.jar,${DB2UNIVERSAL_JDBC_DRIVER_PATH}/db2jcc_license_cu.jar"",
            config.getString(""mypath""));
    }",TestAbstractConfigurationBasicFeatures::testInterpolateEscape_oe,"@Override
    public String getString(final String key) {
        return convert(String.class, key, null, true);
    }","/**
     * {@inheritDoc}
     *
     * @see #setThrowExceptionOnMissing(boolean)
     */"
commons-configuration2_34,"@Test
    public void testInterpolateList_oe() {
        final PropertiesConfiguration config = new PropertiesConfiguration();
        final List<String> values = Arrays.asList(""some"", ""test"", ""values"");
        final String keyList = ""testList"";
        config.addProperty(keyList, values);
        config.addProperty(KEY_PREFIX, ""${"" + keyList + ""}"");

        assertEquals(""Wrong property"", values, config.getList(String.class, KEY_PREFIX));
    }",TestAbstractConfigurationBasicFeatures::testInterpolateList_oe,"@Override
    public List<Object> getList(final String key, final List<?> defaultValue) {
        return config.getList(makePath(key), defaultValue);
    }",
commons-configuration2_35,"@Test
    public void testInterpolateRecursive_oe() {
        final PropertiesConfiguration config = new PropertiesConfiguration();
        config.addProperty(""animal"", ""${animal_attr} fox"");
        config.addProperty(""target"", ""${target_attr} dog"");
        config.addProperty(""animal_attr"", ""quick brown"");
        config.addProperty(""target_attr"", ""lazy"");
        config.addProperty(KEY_PREFIX, SUBST_TXT);
        assertEquals(""Wrong complex interpolation"", ""The quick brown fox jumps over the lazy dog."", config.getString(KEY_PREFIX));
    }",TestAbstractConfigurationBasicFeatures::testInterpolateRecursive_oe,"@Override
    public String getString(final String key, final String defaultValue) {
        return config.getString(makePath(key), defaultValue);
    }",
commons-configuration2_36,"@Test
    public void testInterpolateString_oe() {
        final PropertiesConfiguration config = new PropertiesConfiguration();
        config.addProperty(""animal"", ""quick brown fox"");
        config.addProperty(""target"", ""lazy dog"");
        config.addProperty(KEY_PREFIX, SUBST_TXT);
        assertEquals(""Wrong interpolation"", ""The quick brown fox jumps over the lazy dog."", config.getString(KEY_PREFIX));
    }",TestAbstractConfigurationBasicFeatures::testInterpolateString_oe,"@Override
    public String getString(final String key, final String defaultValue) {
        return config.getString(makePath(key), defaultValue);
    }",
commons-configuration2_37,"@Test
    public void testInterpolateStringWithListVariable_oe() {
        final PropertiesConfiguration config = new PropertiesConfiguration();
        final List<String> values = Arrays.asList(""some"", ""test"", ""values"");
        final String keyList = ""testList"";
        config.addProperty(keyList, values);
        config.addProperty(KEY_PREFIX, ""result = ${"" + keyList + ""}"");

        assertEquals(""Wrong interpolation"", ""result = some"", config.getString(KEY_PREFIX));
    }",TestAbstractConfigurationBasicFeatures::testInterpolateStringWithListVariable_oe,"@Override
    public String getString(final String key, final String defaultValue) {
        return config.getString(makePath(key), defaultValue);
    }",
commons-configuration2_38,"@Test
    public void testInterpolationNoInterpolator_oe() {
        final PropertiesConfiguration config = new PropertiesConfiguration();
        config.addProperty(""animal"", ""quick brown fox"");
        config.addProperty(""target"", ""lazy dog"");
        config.addProperty(KEY_PREFIX, SUBST_TXT);
        config.setInterpolator(null);
        assertEquals(""Interpolation was performed"", SUBST_TXT, config.getString(KEY_PREFIX));
    }",TestAbstractConfigurationBasicFeatures::testInterpolationNoInterpolator_oe,"@Override
    public String getString(final String key, final String defaultValue) {
        return config.getString(makePath(key), defaultValue);
    }",
commons-configuration2_39,"@Test
    public void testInterpolationUnknownVariable_oe() {
        final PropertiesConfiguration config = new PropertiesConfiguration();
        config.addProperty(""animal"", ""quick brown fox"");
        config.addProperty(KEY_PREFIX, SUBST_TXT);
        assertEquals(""Wrong interpolation"", ""The quick brown fox jumps over the ${target}."", config.getString(KEY_PREFIX));
    }",TestAbstractConfigurationBasicFeatures::testInterpolationUnknownVariable_oe,"@Override
    public String getString(final String key, final String defaultValue) {
        return config.getString(makePath(key), defaultValue);
    }",
commons-configuration2_40,"@Test
    public void testNestedVariableInterpolation_oe() {
        final BaseConfiguration config = new BaseConfiguration();
        config.getInterpolator().setEnableSubstitutionInVariables(true);
        config.addProperty(""java.version"", ""1.4"");
        config.addProperty(""jre-1.4"", ""C:\\java\\1.4"");
        config.addProperty(""jre.path"", ""${jre-${java.version}}"");
        assertEquals(""Wrong path"", ""C:\\java\\1.4"", config.getString(""jre.path""));
    }",TestAbstractConfigurationBasicFeatures::testNestedVariableInterpolation_oe,"@Override
    public String getString(final String key, final String defaultValue) {
        return config.getString(makePath(key), defaultValue);
    }",
commons-configuration2_41,"@Test
    public void testSetDefaultConversionHandler_oe() {
        final PropertiesConfiguration config = new PropertiesConfiguration();
        final ConversionHandler handler = new DefaultConversionHandler();
        config.setConversionHandler(handler);
        assertSame(""Handler not set"", handler, config.getConversionHandler());
    }",TestAbstractConfigurationBasicFeatures::testSetDefaultConversionHandler_oe,"@Override
    public ConversionHandler getConversionHandler() {
        return dataConversionHandler;
    }","/**
     * {@inheritDoc} This implementation returns the special conversion handler used by this configuration instance.
     */"
