id,target,output,match_tc_mut_doc
joda_2242_1,"assertEquals(new DateTime(2005,6,9,0,0,0,0,COPTIC_LONDON),test);",assertNotNull(test);,0
joda_1265_2,"assertEquals(""dayOfYear"", a);","assertEquals(""dayOfYear"", a);",1
joda_2430_6,"assertEquals(""2010-10-31T01:30:00.000+00:30"",testPost1.toString());",assertNotNull(testPost1);,0
joda_1141_5,"assertEquals(""2004-06-07T00:00:00.000+01:00"",copy.toString());",assertNotNull(copy);,0
joda_485_9,"assertEquals(false,test2.equals(test3));","assertEquals(true, test1.equals(test2));",0
joda_3003_24,"assertEquals(true,buddhist.dayOfWeek().isSupported());","assertEquals(""Day of Week"", buddhist.dayOfWeek().getName());",0
joda_1711_2,"assertEquals(TEST_TIME2_LONDON,test.getMillis());","assertEquals(1372706400000L, test.getMillis());",0
joda_1603_4,"assertEquals(a, Modifier.isProtected(DateTimeComparator.class.getDeclaredConstructors()[0].getModifiers()));","assertEquals(true, a);",0
joda_3959_1,"assertEquals(59,field.getMaximumValue(new TimeOfDay(),new int[4]));","assertEquals(9223372036854775807L, field.getMaximumValue(0L));",0
joda_481_12,"assertEquals(0,test.get(ISO_DEFAULT.halfdayOfDay()));","assertEquals(1, test.get());",0
joda_3405_1,"assertEquals(DateTimeZone.UTC,parser.getZone());",assertNull(parser.getZone());,0
joda_3269_4,"assertEquals(dt.toString(),""mercredi"",f.print(dt));",assertNotNull(f);,0
joda_522_4,"assertEquals(expected,result);","assertEquals(expected, result);",0
joda_42_3,"assertSame(COPTIC_UTC.dayOfMonth(),test.getField(2));","assertEquals(1, test.dayOfMonth().get());",0
joda_2070_2,"assertEquals(-10,test.getYears());","assertEquals(10, test.getYears());",0
joda_589_1,"assertEquals(PeriodType.seconds(),test.getPeriodType());",assertNotNull(test);,0
joda_1264_4,"assertEquals(a, DateTimeFieldType.weekOfWeekyear().getRangeDurationType());","assertEquals(""weekOfWeekyear"", DurationFieldType.weekOfWeekyear().getName());",0
joda_38_18,"assertEquals(12,test.get(DateTimeFieldType.clockhourOfHalfday()));","assertEquals(12, test.getHourOfDay());",0
joda_880_31,"assertEquals(true,test1.equals(new MockInterval()));",assertNotNull(test4);,0
joda_191_5,"assertEquals(true,test1.hashCode()== test2.hashCode());","assertEquals(true, test2.equals(test1));",0
joda_2440_1,"assertEquals(""2010-10-31T02:30:10.123+02:00"",dateTime.toString());","assertEquals(""2010-10-31T02:30:10.123+02:00"", dateTime.toString());",0
joda_3348_1,"assertEquals(p,PeriodFormat.wordBased(DE).parsePeriod(""2 Tage""));",assertNotNull(Period.wordBased());,0
joda_6_6,"assertEquals(+1,test2.compareTo(test1));","assertEquals(0, test1a.compareTo(test1));",0
joda_2447_6,"assertEquals(baseAfter,baseAfter.withEarlierOffsetAtOverlap());",assertNotNull(baseAfter);,0
joda_2899_22,"assertEquals(2,fld.getValue((2L * 30L + 6L)* MILLIS_PER_DAY - 1L,dt11.getMillis()));","assertEquals(11, dt11.getMonthOfYear());",0
joda_3082_1,"assertEquals(new DateTime(2003,4,9,0,0,0,0),m.getStart());","assertEquals(new DateTime(-1000L, 1, 1, 0, 0, 0, 0), m.getStart());",0
joda_2152_1,"assertEquals(expected,test.toStandardDays());","assertEquals(expected, test.toStandardDays());",0
joda_3660_1,"assertEquals(""1M"",oneMonth);",assertNotNull(oneMonth);,0
joda_1587_1,"assertEquals(a, Weeks.THREE.isLessThan(Weeks.TWO));","assertEquals(true, Weeks.ZERO.isLessThan(Weeks.ONE));",0
joda_2220_1,"assertEquals(new LocalDate(2004,6,9),test);",assertNotNull(result);,0
joda_1293_10,"assertEquals(false,test1.monthOfYear().equals(test2.year()));","assertEquals(""MonthOfYear"", test1.monthOfYear().getName());",0
joda_3114_2,"assertEquals(1,cls.getDeclaredConstructors().length);","assertEquals(1, con.getParameterTypes().length);",0
joda_2904_3,"assertEquals(a, ISOChronology.getInstance(null).getZone());",assertNotNull(getInstance());,0
joda_3600_2,"assertEquals(7,f.getPrinter().calculatePrintedLength(PERIOD,null));","assertEquals(""Years:"", f.getPrinter().getPrefix());",0
joda_881_1,"assertEquals(true,test.contains(TEST_TIME1));","assertEquals(false, test.contains());",0
joda_2453_14,"assertEquals(2,test.hourOfDay().getMaximumShortTextLength(null));","assertEquals(10, test.hourOfDay().get());",0
joda_555_4,"assertEquals(test,MonthDay.now());",assertNotNull(MonthDay.now());,0
joda_1199_11,"assertEquals(9,test.yearOfEra().getMaximumTextLength(null));","assertEquals(""2004"", test.yearOfEra().toString());",0
joda_1195_2,"assertEquals(12,test.getDays());","assertEquals(12, test.getDays());",0
joda_780_3,"assertEquals(3,test.getDayOfMonth());","assertEquals(3, test.getDayOfMonth());",0
joda_2376_1,"assertEquals(""2007-04-01T00:00:00.000Z"",dt.toString());","assertEquals(1372706400000L, dt.getMillis());",0
joda_2153_1,"assertEquals(expected,test.toStandardMinutes());","assertEquals(Minutes.minutes(180), test.toStandardMinutes());",0
joda_3016_15,"assertEquals(true,julian.years().isSupported());","assertEquals(""Years"", julian.years().getName());",0
joda_3904_5,"assertEquals(a, FieldUtils.safeAdd(-2,-3));","assertEquals((-5), a);",0
joda_2877_3,"assertEquals(end,start.plusMinutes(22 * 60));",assertNotNull(end);,0
joda_2332_1,"assertEquals(GregorianChronology.getInstance(),test.getChronology());",assertNotNull(test);,0
joda_115_14,"assertEquals(false,test1.equals(""Hello""));","assertEquals(false, test1.equals(test2));",0
joda_731_2,"assertEquals(1L * DateTimeConstants.MILLIS_PER_HOUR,zone.getOffset(new Instant(TEST_TIME_WINTER)));","assertEquals(3600000, zone.getOffset(DateTimeUtils.currentTimeMillis()));",0
joda_2334_2,"assertEquals(LONDON,test.getZone());",assertNotNull(test.getZone());,0
joda_2796_8,"assertEquals(0,test.getMillisOfSecond());","assertEquals(0, test.getMillisOfSecond());",0
joda_3004_8,"assertEquals(""secondOfDay"",buddhist.secondOfDay().getName());","assertEquals(""secondOfDay"", buddhist.secondOfDay().getName());",0
joda_215_2,"assertEquals(ISOChronology.getInstance(MOSCOW),testB.getChronology());",assertNotNull(testB);,0
joda_1879_3,"assertEquals(a, Years.TWO.getYears());","assertEquals(0, this.getYears());",0
joda_2552_2,"assertEquals(1,test.getYears());","assertEquals(1, test.getYears());",0
joda_2123_4,"assertEquals(0,test.getDays());",exception,0
joda_3727_3,"assertEquals(expect,f.withLocale(FRANCE).print(dt));",assertNotNull(expect);,0
joda_2821_1,"assertEquals(ISO_UTC,test.getChronology());","assertEquals(""Local"", test.getChronology().getDisplayName());",0
joda_33_3,"assertEquals(ISOChronology.getInstance().hourOfDay(),test.getRoundingField());","assertEquals(false, test.isLeapSecondMode());",0
joda_3514_1,"assertEquals(f.getPrinter(),f2.getPrinter());",exception,0
joda_2614_3,"assertEquals(""Property[dayOfMonth]"",test.dayOfMonth().toString());","assertEquals(9, test.dayOfMonth().get());",0
joda_816_3,"assertSame(DateTimeFieldType.dayOfMonth(),test.getFieldType(2));","assertEquals(""Day of Month"", test.dayOfMonth().getName());",0
joda_2901_3,"assertEquals(true,dt.dayOfMonth().isLeap());","assertEquals(1, dt.dayOfMonth().get());",0
joda_1230_1,"assertEquals(""2004-06-10T00:00:00.000+01:00"",test.toString());","assertEquals(1372716800000L, test.getMillis());",0
joda_2214_5,"assertEquals(true,test1.isBefore(test2));","assertEquals(false, test1.isBefore(test1a.getMillis()));",0
joda_1750_1,"assertEquals(expected,TimeOfDay.fromDateFields(cal.getTime()));",exception,0
joda_2481_5,"assertEquals(ISOChronology.getInstance(),test.getChronology());","assertEquals(""Interval[0, 9223372036854775807]"", test.toString());",0
joda_1771_5,"assertEquals(40,test.getMillisOfSecond());","assertEquals(40, test.getMillisOfSecond());",0
joda_47_9,"assertEquals(true,test.isSupported(DurationFieldType.minutes()));","assertEquals(true, test.isSupported());",0
joda_2512_2,"assertEquals(dt.getMillis(),test.getEndMillis());","assertEquals(1372766400000L, test.getMillis());",0
joda_2033_7,"assertEquals(0,test.getMinutes());","assertEquals(0, test.getMinutes());",0
joda_2022_8,"assertEquals(0,test.getSeconds());","assertEquals(0, test.getSeconds());",0
joda_3177_3,"assertEquals(false,Modifier.isPrivate(cls.getModifiers()));","assertEquals(false, cls.isLocalClass());",0
joda_1567_3,"assertEquals(a, DurationFieldType.weekyears().getField(CopticChronology.getInstanceUTC()));",assertNotNull(CopticChronology.weekyears());,0
joda_1981_8,"assertEquals(1,test.getSeconds());","assertEquals(0, test.getSeconds());",0
joda_2105_3,"assertEquals(0,test.getWeeks());","assertEquals(100, test.getWeeks());",0
joda_362_1,"assertEquals(7,type.size());","assertEquals(1, type.size());",0
joda_1983_2,"assertEquals(1,test.getYears());","assertEquals(0, test.getYears());",0
joda_3498_2,"assertEquals(false,f.isParser());","assertEquals(true, isParser(f));",0
joda_2979_35,"assertEquals(true,greg.millis().isPrecise());","assertEquals(""millis"", DurationFieldType.millis().getName());",0
joda_2957_45,"assertEquals(true,islamicUTC.seconds().isPrecise());","assertEquals(""seconds"", islamic.seconds().getName());",0
joda_2891_3,"assertEquals(""years"",coptic.years().getName());","assertEquals(""Years"", coptic.years().getName());",0
joda_2120_4,"assertEquals(4,test.getDays());","assertEquals(5, test.getDays());",0
joda_924_1,"assertSame(test,result);",assertNotNull(result);,0
joda_2078_1,"assertEquals(10,test.getYears());","assertEquals(10, test.getYears());",0
joda_2451_1,"assertEquals(""2010-11-07T01:15:00.000-04:00"",base.toString());",assertNotNull(zone);,0
joda_1965_4,"assertEquals(0,test.getWeeks());","assertEquals(0, test.getWeeks());",0
joda_1369_1,"assertEquals(0,test.minuteOfHour().getMinimumValue());","assertEquals(""MinuteOfHour"", test.minuteOfHour().getName());",0
joda_3287_3,"assertEquals(dt.toString(),""+09:00"",f.print(dt));","assertEquals(""2004-06-09T10:20:30.400+09:00[Asia/Tokyo]"", dt.toString());",0
joda_3949_1,"assertEquals(false,field.isLeap(0L));","assertEquals(false, field.isLeap());",0
joda_2170_10,"assertEquals(test.getChronology().years(),test.year().getDurationField());","assertEquals(ISOChronology.getInstanceUTC(), test.getChronology());",0
joda_17_4,"assertEquals(ISOChronology.getInstance(PARIS),result.getChronology());",assertNotNull(result);,0
joda_1258_4,"assertEquals(a, DateTimeFieldType.yearOfCentury().getRangeDurationType());","assertEquals(DateTimeFieldType.YEAR_OF_CENTURY, DurationFieldType.yearOfCentury());",0
joda_3118_2,"assertEquals(6,ConverterManager.getInstance().getInstantConverters().length);",exception,0
joda_2017_4,"assertEquals(0,test.getWeeks());","assertEquals(0, test.getWeeks());",0
joda_3690_7,"assertEquals(""102030"",f.print(new Partial(fields,values)));","assertEquals(""2013-06-06T10:20:30.000+0100"", f.print(new DateTime(2013, 6, 6, 10, 20, 30, 0, DateTimeZone.forID(""+01:00""))));",0
joda_3596_6,"assertEquals(1,f.getPrinter().countFieldsToPrint(p,Integer.MAX_VALUE,null));","assertEquals(""00:00:07.000"", f.getPrinter().print(p));",0
joda_3768_1,"assertEquals(""DurationField[seconds]"", a);",assertNotNull(a);,0
joda_1532_4,"assertEquals(test,YearMonth.now());",assertNotNull(YearMonth.now());,0
joda_1307_3,"assertEquals(0,test1.compareTo(test1));",exception,0
joda_2166_3,"assertEquals(""Property[yearOfEra]"",test.yearOfEra().toString());","assertEquals(2004, test.yearOfEra().get());",0
joda_3017_17,"assertEquals(true,julian.year().isSupported());","assertEquals(""year"", julian.year().getName());",0
joda_2215_5,"assertEquals(false,test1.isAfter(test2));","assertEquals(false, test1.isAfter(test1a.getStartMillis()));",0
joda_3771_3,"assertEquals(a, iField.getValue(-1234L,567L));","assertEquals(0, -1);",0
joda_723_3,"assertEquals(""British Summer Time"",zone.getName(TEST_TIME_SUMMER,Locale.ENGLISH));","assertEquals(""Europe/London"", zone.getName());",0
joda_2899_14,"assertEquals(2L * 30L * MILLIS_PER_DAY,fld.getMillis(2L));","assertEquals(1356048000000L, dt12.getMillis());",0
joda_1497_9,"assertEquals(""10"",test.property(DateTimeFieldType.hourOfDay()).getAsText(Locale.FRENCH));",assertNotNull(test.property());,0
joda_1038_1,"assertEquals(test.getPeriodType(),copy.getPeriodType());","assertEquals(PeriodType.months(), copy.getPeriodType());",0
joda_2215_9,"assertEquals(false,test3.isAfter(test2));","assertEquals(false, test1.isAfter(test1a.getMillis()));",0
joda_633_4,"assertEquals(test.getMillis(),result.getMillis());","assertEquals(TEST_TIME1, result.getMillis());",0
joda_1288_2,"assertEquals(true,test2.monthOfYear().compareTo(test1)> 0);","assertEquals(""MonthOfYear"", test1.monthOfYear().getName());",0
joda_1537_1,"assertEquals(ISO_UTC,test.getChronology());","assertEquals(ISOChronology.getInstanceUTC(), test.getChronology());",0
joda_3692_4,"assertEquals(0,types.size());","assertEquals(3, f.size());",0
joda_926_5,"assertEquals(1,Months.ONE.plus((Months)null).getMonths());",assertNotNull(result);,0
joda_2121_2,"assertEquals(0,test.getMonths());","assertEquals(1, test.getMonths());",0
joda_425_7,"assertSame(test,result);",exception,0
joda_3383_176,"assertEquals(""2 миллисекунды"",pf.print(Period.millis(2)));",assertNotNull(pf.print(period));,0
joda_3592_3,"assertEquals(1,f.getPrinter().countFieldsToPrint(PERIOD,Integer.MAX_VALUE,null));","assertEquals(""java.time.format.PeriodPrinter"", f.getPrinter().getClass().getName());",0
joda_1051_7,"assertEquals(false,test1.isEqual(test3));","assertEquals(true, test1.isEqual(test1a));",0
joda_1994_5,"assertEquals(0,test.getDays());","assertEquals(0, test.getDays());",0
joda_1868_1,"assertEquals(ISO_UTC,test.getChronology());",exception,0
joda_203_9,"assertEquals(a, interval37.contains(new Interval(4,7)));","assertEquals(true, a);",0
joda_1910_1,"assertEquals(0,test1.compareTo(test1a));",exception,0
joda_1244_2,"assertEquals(""secondOfDay"",test.secondOfDay().getName());","assertEquals(""2004-06-09T13:23:43.000000430-+0100:+0100"", test.toString());",0
joda_2910_8,"assertEquals(""weekyear"",iso.weekyear().getName());","assertEquals(""weekyear"", iso.weekyear().getName());",0
joda_584_2,"assertEquals(3,Seconds.secondsIn(new Interval(start,end1)).getSeconds());",assertNotNull(end2);,0
joda_2899_20,"assertEquals(2,fld.getValue(2L * 30L * MILLIS_PER_DAY,dt11.getMillis()));","assertEquals(11, dt11.getMonthOfYear());",0
joda_2_17,"assertEquals(0,test.get(ISOChronology.getInstance().minuteOfHour()));","assertEquals(1, test.get());",0
joda_1967_2,"assertEquals(0,test.getYears());","assertEquals(0, test.getYears());",0
joda_925_2,"assertEquals(5,result.getMonths());","assertEquals(2, test2.getMonths());",0
joda_4035_6,"assertEquals(0L,field.roundFloor(1L));",assertNotNull(field.roundFloor());,0
joda_2912_10,"assertEquals(maxYear + 1,chrono.year().get(Long.MAX_VALUE));","assertEquals(1372706400000L, end.getMillis());",0
joda_2589_1,"assertEquals(900,fld.subtract(1000L,100));","assertEquals(1372719999999L, fld.subtract(1372719999999L, 1));",0
joda_1368_10,"assertEquals(""20"",test.minuteOfHour().getAsShortText());","assertEquals(""MinuteOfHour"", test.minuteOfHour().getName());",0
joda_2965_18,"assertEquals(1,fld.getMinimumValue());","assertEquals(1, fld.getMinimumValue());",0
joda_736_4,"assertEquals(true,zone.isLocalDateTimeGap(new LocalDateTime(2007,3,11,2,30)));","assertEquals(false, zone.isLocalDateTimeGap(LocalDateTime.now()));",0
joda_1200_6,"assertEquals(""20"",test.centuryOfEra().getAsText(Locale.FRENCH));","assertEquals(1, test.centuryOfEra().get());",0
joda_738_22,"assertEquals(true,zone5.equals(zone5));",exception,0
joda_173_1,"assertEquals(test.monthOfYear(),test.property(DateTimeFieldType.monthOfYear()));","assertEquals(""MonthOfYear"", test.monthOfYear().getName());",0
joda_853_1,"assertEquals(expected,test);","assertEquals(""2005-06-09T00:00:00.000+0000"", test.toString());",0
joda_3996_1,"assertEquals(true,field.isSupported());","assertEquals(true, field.isSupported());",0
joda_721_3,"assertEquals(a, DateTimeZone.getNameProvider().getShortName(Locale.ENGLISH,""Europe/London"",null));",assertNotNull(NameProvider.getNameProvider());,0
joda_2550_2,"assertEquals(0,test.getYears());","assertEquals(0, test.getYears());",0
joda_1989_9,"assertEquals(0,test.getMillis());",exception,0
joda_2425_2,"assertEquals(""2006-09-30T23:00:00.000-06:00"",at.toString());","assertEquals(""2013-09-01T23:59:59.999999999-04:00"", at.toString());",0
joda_3781_1,"assertEquals(a, iField.equals(iField));","assertEquals(true, a);",0
joda_2613_6,"assertEquals(true,test2.monthOfYear().compareTo(dt1)> 0);",exception,0
joda_3759_1,"assertEquals(false,bucket1.restoreState(null));","assertEquals(false, bucket2.restoreState(bucket1.saveState()));",0
joda_1269_5,"assertEquals(a, DateTimeFieldType.clockhourOfDay().getField(CopticChronology.getInstanceUTC()));","assertEquals(""clockhour_of_day"", CopticChronology.getInstanceUTC().clockhourOfDay().getName());",0
joda_1261_3,"assertEquals(a, DateTimeFieldType.monthOfYear().getDurationType());","assertEquals(""MonthOfYear"", DurationFieldType.monthOfYear().getName());",0
joda_2019_7,"assertEquals(1,test.getMinutes());","assertEquals(0, test.getMinutes());",0
joda_3883_2,"assertEquals(true,Arrays.equals(result,expected));","assertEquals(1372766400000L, field.set(1372766400000L, 29));",0
joda_2964_19,"assertEquals(null,fld.getLeapDurationField());","assertEquals(false, fld.isReadOnly());",0
joda_281_4,"assertEquals(ISOChronology.getInstance(),DateTimeUtils.getInstantChronology(null));",assertNotNull(ai);,0
joda_2751_2,"assertEquals(test,StringConvert.INSTANCE.convertFromString(MutableDateTime.class,str));","assertEquals(""2010-06-30T02:30:50.0678+0100:+0100"", str);",0
joda_3595_5,"assertEquals(1,f.getPrinter().calculatePrintedLength(p,null));","assertEquals(""00:00:00"", f.getPrinter().getLocalizedString());",0
joda_2125_3,"assertEquals(0,test.getWeeks());","assertEquals(0, test.getWeeks());",0
joda_581_4,"assertSame(a, Seconds.seconds(3));",assertNotNull(Seconds.THREE);,0
joda_3330_1,"assertEquals(p,PeriodFormat.wordBased(FR).parsePeriod(""2 jours""));",assertNotNull(Period.wordBased());,0
joda_502_6,"assertEquals(ISO_DEFAULT,result.getChronology());","assertEquals(1372706400000L, result.getMillis());",0
joda_2964_10,"assertEquals(0,fld.getLeapAmount());","assertEquals(0, fld.getLeapAmount());",0
joda_1821_1,"assertEquals(a, LocalTime.parse(""01:20""));","assertNotNull(LocalTime.parse(""23:59:59.999999999""));",0
joda_2805_5,"assertEquals(10,test.getHourOfDay());","assertEquals(10, dt.getHourOfDay());",0
joda_1579_5,"assertEquals(6,Weeks.weeksBetween(start,end2).getWeeks());",assertNotNull(end2);,0
joda_1875_1,"assertEquals(ISO_UTC,test.getChronology());","assertEquals(""LocalTime"", test.getChronology().getDisplayName());",0
joda_2180_1,"assertEquals(""2004-07-01T00:00:00.000+01:00"",copy.toString());",assertNotNull(copy);,0
joda_343_11,"assertEquals(true,type.hashCode()== type.hashCode());",assertNotNull(type);,0
joda_2549_2,"assertEquals(0,test.getYears());","assertEquals(0, test.getYears());",0
joda_1136_3,"assertEquals(""Property[dayOfWeek]"",test.dayOfWeek().toString());","assertEquals(""2004-06-09T00:00:00.000000000-+0100:+0100"", test.toString());",0
joda_2043_1,"assertEquals(PeriodType.standard(),test.getPeriodType());",assertNotNull(PeriodType.standard());,0
joda_1996_6,"assertEquals(0,test.getHours());",exception,0
joda_647_2,"assertEquals(test.getChronology(),result.getChronology());","assertEquals(ISOChronology.getInstanceUTC(), result.getChronology());",0
joda_1769_1,"assertEquals(ISO_UTC,test.getChronology());","assertEquals(ISOChronology.getInstanceUTC(), test.getChronology());",0
joda_3898_3,"assertEquals(-1000L,field.roundFloor(-999L));",exception,0
joda_1176_5,"assertEquals(a, Days.parseDays(""P0Y0M2D"").getDays());",exception,0
joda_1125_2,"assertEquals(""2004-06-30T00:00:00.000+01:00"",copy.toString());",assertNotNull(copy);,0
joda_475_1,"assertEquals(true,test1.monthOfYear().compareTo(test2)< 0);","assertEquals(""MonthOfYear"", test1.monthOfYear().getName());",0
joda_538_4,"assertEquals(ISOChronology.getInstanceUTC(),test.getChronology());",assertNotNull(DateTime.getInstanceUTC());,0
joda_3745_3,"assertEquals((Integer)2010,test.getPivotYear());","assertEquals(2010, test.getPivotYear());",0
joda_3898_1,"assertEquals(-2000L,field.roundFloor(-1001L));",exception,0
joda_3885_1,"assertEquals(false,field.isLeap(0L));",exception,0
joda_2467_7,"assertEquals(true,test1.secondOfMinute().compareTo(dt1)== 0);",exception,0
joda_4012_1,"assertEquals(29 * 60L,field.addWrapField(60L * 29,0));","assertEquals(""MockPreciseDateTimeField"", field.getName());",0
joda_2553_2,"assertEquals(1,test.getYears());","assertEquals(1, test.getYears());",0
joda_2185_9,"assertEquals(""9"",test.dayOfMonth().getAsShortText(Locale.FRENCH));","assertEquals(9, test.dayOfMonth().get());",0
joda_137_1,"assertEquals(expected,result);","assertNotSame(test, result);",0
joda_348_3,"assertEquals(""Hours"",type.getName());","assertEquals(""Hour"", type.getName());",0
joda_3157_4,"assertEquals(PERIOD_SIZE,ConverterManager.getInstance().getPeriodConverters().length);",exception,0
joda_2813_2,"assertEquals(1970,test.getYear());","assertEquals(1, test.getYear());",0
joda_2899_8,"assertEquals(13L * 30L * MILLIS_PER_DAY,fld.getMillis(13));","assertEquals(1356048400000L, dt12.getMillis());",0
joda_1897_7,"assertSame(test,test.dividedBy(1));",assertNotNull(test);,0
joda_337_8,"assertEquals(true,type == PeriodType.yearMonthDay());",assertNotNull(type);,0
joda_395_9,"assertEquals(false,test2.equals(test3));","assertEquals(false, test1.equals(test2));",0
joda_610_12,"assertEquals(true,test.isSupported(DateTimeFieldType.halfdayOfDay()));","assertEquals(true, test.isSupported());",0
joda_1658_1,"assertEquals(72345,test.getMillis());","assertEquals(72345L, test.getMillis());",0
joda_983_2,"assertEquals(1970,test.getYear());","assertEquals(2013, test.getYear());",0
joda_671_1,"assertEquals(expected,result);","assertNotSame(test, result);",0
joda_2901_4,"assertEquals(true,dt.dayOfYear().isLeap());","assertEquals(1, dt.dayOfYear().get());",0
joda_3803_2,"assertEquals(a, MillisDurationField.INSTANCE.compareTo(ISOChronology.getInstance().seconds()));",exception,0
joda_2601_5,"assertEquals(true,test1.dayOfMonth().compareTo(dt2)< 0);",exception,0
joda_3515_2,"assertEquals(a, g.parseLocalDate(""2004-06-09T10:20:30+18:00""));","assertNotNull(parseLocalDate(""2013-06-10""));",0
joda_3851_2,"assertEquals(0L,field.roundHalfEven(29L));","assertEquals(1372766400000L, field.roundHalfEven(1372766400000L));",0
joda_1090_15,"assertEquals(test.getChronology().eras(),test.era().getDurationField());","assertEquals(""2004-06-09T00:00:00.000000000Z"", test.toString());",0
joda_1161_3,"assertEquals(new DateTime(2004,2,29,0,0,0,0),febTestInterval.getStart());","assertEquals(2004, testInterval.getStart().getYear());",0
joda_2598_13,"assertEquals(2,test.dayOfMonth().getMaximumTextLength(null));","assertEquals(9, test.dayOfMonth().get());",0
joda_498_3,"assertEquals(LONDON,result.getZone());","assertEquals(""2013-06-06_00:00:00.000000000"", result.toString());",0
joda_1831_6,"assertEquals(test,LocalTime.now(LONDON));",assertNotNull(LocalTime.now());,0
joda_44_4,"assertEquals(MILLIS_OF_DAY_UTC,test.getValue(3));","assertEquals(1, test.getValue());",0
joda_3039_7,"assertEquals(0,m.getSeconds());","assertEquals(0, m.getSeconds());",0
joda_2965_22,"assertEquals(DateTimeConstants.TUESDAY,dt.getDayOfWeek());","assertEquals(3, dt.getDayOfWeek());",0
