id,test_prefix,test_name,mut_class,method_under_test,mut_docstring,mut_method_definition
coll_464_4,"    public void testIterator_4_oe() {
        final Iterator<E> iter = makeObject();

        final E iterValue = iter.next();


        try {
            iter.next();
        } catch (final Exception e) {
            assertTrue(""NoSuchElementException must be thrown"",e.getClass().equals(new NoSuchElementException().getClass()));
    }
    }",SingletonIterator2Test::testIterator_4_oe,org.apache.commons.collections4.MapIterator,next(),"/**
     * Gets the next <em>key</em> from the <code>Map</code>.
     *
     * @return the next key in the iteration
     * @throws java.util.NoSuchElementException if the iteration is finished
     */","@Override
    K next();"
coll_467_3,"    public void testIterator_3_oe() {
        final ListIterator<E> iter = makeObject();
        for (final String testValue : testArray) {
            final Object iterValue = iter.next();

        }


        try {
            iter.next();
        } catch (final Exception e) {
            assertTrue(""NoSuchElementException must be thrown"",e.getClass().equals(new NoSuchElementException().getClass()));
    }
    }",ListIteratorWrapperTest::testIterator_3_oe,org.apache.commons.collections4.MapIterator,next(),"/**
     * Gets the next <em>key</em> from the <code>Map</code>.
     *
     * @return the next key in the iteration
     * @throws java.util.NoSuchElementException if the iteration is finished
     */","@Override
    K next();"
coll_467_5,"    public void testIterator_5_oe() {
        final ListIterator<E> iter = makeObject();
        for (final String testValue : testArray) {
            final Object iterValue = iter.next();

        }


        try {
            iter.next();
        } catch (final Exception e) {
        }

        for (int i = testArray.length - 1; i > -1; --i) {
            final Object testValue = testArray[i];
            final E iterValue = iter.previous();

        }

        try {
            iter.previous();
        } catch (final Exception e) {
            assertTrue(""NoSuchElementException must be thrown"",e.getClass().equals(new NoSuchElementException().getClass()));
    }
    }",ListIteratorWrapperTest::testIterator_5_oe,org.apache.commons.collections4.OrderedIterator,previous(),"/**
     * Gets the previous element from the container.
     *
     * @return the previous element in the iteration
     * @throws java.util.NoSuchElementException if the iteration is finished
     */",E previous();
coll_470_4,"    public void testIterator_4_oe() {
        final Iterator<E> iter = makeObject();

        final E iterValue = iter.next();


        try {
            iter.next();
        } catch (final Exception e) {
            assertTrue(""NoSuchElementException must be thrown"",e.getClass().equals(new NoSuchElementException().getClass()));
    }
    }",SingletonIteratorTest::testIterator_4_oe,org.apache.commons.collections4.MapIterator,next(),"/**
     * Gets the next <em>key</em> from the <code>Map</code>.
     *
     * @return the next key in the iteration
     * @throws java.util.NoSuchElementException if the iteration is finished
     */","@Override
    K next();"
coll_481_1,"    public void testNullComparator_1_oe() {
       final List<Integer> l1 = Arrays.asList(1, 3, 5);
       final List<Integer> l2 = Arrays.asList(2, 4, 6);

       final CollatingIterator<Integer> collatingIterator1 = new CollatingIterator<>(null, l1.iterator(), l2.iterator());
       try {
           collatingIterator1.next();
       } catch (final NullPointerException e) {
           assertTrue(e.getMessage().startsWith(""You must invoke setComparator""));
    }
    }",CollatingIteratorTest::testNullComparator_1_oe,org.apache.commons.collections4.iterators.CollatingIterator,next(),"/**
     * Returns the next ordered element from a child iterator.
     *
     * @return the next ordered element
     * @throws NoSuchElementException if no child iterator has any more elements
     */","@Override
    public E next() throws NoSuchElementException {
        if (hasNext() == false) {
            throw new NoSuchElementException();
        }
        final int leastIndex = least();
        if (leastIndex == -1) {
            throw new NoSuchElementException();
        }
        final E val = values.get(leastIndex);
        clear(leastIndex);
        lastReturned = leastIndex;
        return val;
    }"
coll_527_3,"    public void testIterator_3_oe() {
        final Iterator<E> iter = makeObject();
        for (final String testValue : testArray) {
            final E iterValue = iter.next();

        }


        try {
            iter.next();
        } catch (final Exception e) {
            assertTrue(""NoSuchElementException must be thrown"",e.getClass().equals(new NoSuchElementException().getClass()));
    }
    }",UniqueFilterIteratorTest::testIterator_3_oe,org.apache.commons.collections4.MapIterator,next(),"/**
     * Gets the next <em>key</em> from the <code>Map</code>.
     *
     * @return the next key in the iteration
     * @throws java.util.NoSuchElementException if the iteration is finished
     */","@Override
    K next();"
coll_543_3,"    public void testIterator_3_oe() {
        final ListIterator<E> iter = makeObject();
        for (final String testValue : testArray) {
            final Object iterValue = iter.next();

        }


        try {
            iter.next();
        } catch (final Exception e) {
            assertTrue(""NoSuchElementException must be thrown"",e.getClass().equals(new NoSuchElementException().getClass()));
    }
    }",ListIteratorWrapper2Test::testIterator_3_oe,org.apache.commons.collections4.MapIterator,next(),"/**
     * Gets the next <em>key</em> from the <code>Map</code>.
     *
     * @return the next key in the iteration
     * @throws java.util.NoSuchElementException if the iteration is finished
     */","@Override
    K next();"
coll_543_5,"    public void testIterator_5_oe() {
        final ListIterator<E> iter = makeObject();
        for (final String testValue : testArray) {
            final Object iterValue = iter.next();

        }


        try {
            iter.next();
        } catch (final Exception e) {
        }

        for (int i = testArray.length - 1; i > -1; --i) {
            final Object testValue = testArray[i];
            final E iterValue = iter.previous();

        }

        try {
            iter.previous();
        } catch (final Exception e) {
            assertTrue(""NoSuchElementException must be thrown"",e.getClass().equals(new NoSuchElementException().getClass()));
    }
    }",ListIteratorWrapper2Test::testIterator_5_oe,org.apache.commons.collections4.OrderedIterator,previous(),"/**
     * Gets the previous element from the container.
     *
     * @return the previous element in the iteration
     * @throws java.util.NoSuchElementException if the iteration is finished
     */",E previous();
coll_547_4,"    @Test
    public void testThrowingClosure_4_oe() {
        Closure<Integer> closure = generateNoExceptionClosure();
        try {
            closure.execute(Integer.valueOf(0));
        } catch (final FunctorException ex) {
        } catch (final RuntimeException ex) {
        }

        closure = generateIOExceptionClosure();
        try {
            closure.execute(Integer.valueOf(0));
        } catch (final FunctorException ex) {
            Assert.assertTrue(ex.getCause() instanceof IOException);
    }
    }",CatchAndRethrowClosureTest::testThrowingClosure_4_oe,org.apache.commons.collections4.Closure,void execute(T input),"/**
     * Performs an action on the specified input object.
     *
     * @param input  the input to execute on
     * @throws ClassCastException (runtime) if the input is the wrong class
     * @throws IllegalArgumentException (runtime) if the input is invalid
     * @throws FunctorException (runtime) if any other error occurs
     */",void execute(T input);
coll_547_8,"    @Test
    public void testThrowingClosure_8_oe() {
        Closure<Integer> closure = generateNoExceptionClosure();
        try {
            closure.execute(Integer.valueOf(0));
        } catch (final FunctorException ex) {
        } catch (final RuntimeException ex) {
        }

        closure = generateIOExceptionClosure();
        try {
            closure.execute(Integer.valueOf(0));
        } catch (final FunctorException ex) {
        } catch (final RuntimeException ex) {
        }

        closure = generateNullPointerExceptionClosure();
        try {
            closure.execute(Integer.valueOf(0));
        } catch (final FunctorException ex) {
        } catch (final RuntimeException ex) {
            Assert.assertTrue(ex instanceof NullPointerException);
    }
    }",CatchAndRethrowClosureTest::testThrowingClosure_8_oe,org.apache.commons.collections4.Closure,void execute(T input),"/**
     * Performs an action on the specified input object.
     *
     * @param input  the input to execute on
     * @throws ClassCastException (runtime) if the input is the wrong class
     * @throws IllegalArgumentException (runtime) if the input is invalid
     * @throws FunctorException (runtime) if any other error occurs
     */",void execute(T input);
coll_869_2,"    @Test
    public void testSelfReferenceHandling_2_oe() {

        final DefaultKeyValue<K, V> kv = makeDefaultKeyValue();

        try {
            kv.setKey((K) kv);
        } catch (final IllegalArgumentException iae) {

            assertTrue(kv.getKey() == null && kv.getValue() == null);
    }
    }",DefaultKeyValueTest::testSelfReferenceHandling_2_oe,org.apache.commons.collections4.MapIterator,getValue(),"/**
     * Gets the current value, which is the value associated with the last key
     * returned by <code>next()</code>.
     *
     * @return the current value
     * @throws IllegalStateException if <code>next()</code> has not yet been called
     */",V getValue();
coll_869_4,"    @Test
    public void testSelfReferenceHandling_4_oe() {

        final DefaultKeyValue<K, V> kv = makeDefaultKeyValue();

        try {
            kv.setKey((K) kv);
        } catch (final IllegalArgumentException iae) {

        }

        try {
            kv.setValue((V) kv);
        } catch (final IllegalArgumentException iae) {

            assertTrue(kv.getKey() == null && kv.getValue() == null);
    }
    }",DefaultKeyValueTest::testSelfReferenceHandling_4_oe,org.apache.commons.collections4.MapIterator,getValue(),"/**
     * Gets the current value, which is the value associated with the last key
     * returned by <code>next()</code>.
     *
     * @return the current value
     * @throws IllegalStateException if <code>next()</code> has not yet been called
     */",V getValue();
coll_878_2,"    @Test
    public void testSelfReferenceHandling_2_oe() {

        final Map.Entry<K, V> entry = makeMapEntry();

        try {
            entry.setValue((V) entry);
        } catch (final IllegalArgumentException iae) {

            assertTrue(entry.getKey() == null && entry.getValue() == null);
    }
    }",AbstractMapEntryTest::testSelfReferenceHandling_2_oe,org.apache.commons.collections4.MapIterator,getValue(),"/**
     * Gets the current value, which is the value associated with the last key
     * returned by <code>next()</code>.
     *
     * @return the current value
     * @throws IllegalStateException if <code>next()</code> has not yet been called
     */",V getValue();
